Rank,Title,Artist,Production
31,TOMBOY,(여자)아이들,큐브엔터테인먼트
32,잘가요,주호,레이벡스
33,그라데이션,10cm,매직스트로베리사운드
34,취중고백,김민석,프로젝트 리본
35,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
36,나의 X에게,경서,꿈의엔진
37,오르트구름,윤하,C9엔터테인먼트
38,That`s Hilarious,Charlie Puth,Atlantic Records UK
39,내가 아니라도,주호,IN A MILLION
40,ELEVEN,IVE (아이브),스타쉽엔터테인먼트
41,딱 10CM만,"10cm, BIG Naughty (서동현)","MAGIC STRAWBERRY SOUND, H1GHR MUSIC RECORDS"
42,마지막 사랑,신예영,투플원엔터테인먼트
43,자격지심 (Feat. ZICO),BE`O (비오),"빅플래닛메이드, SWING ENTERTAINMENT, 페임어스 엔터테인먼트"
44,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
45,첫사랑,백아,Baek A
46,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
47,Stay,"The Kid LAROI, Justin Bieber",Columbia
48,사랑해도 될까요,양다일,방구석 캐스팅
49,보고싶었어,WSG워너비 (4FIRE),MBC
50,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
51,LOVE me,BE`O (비오),"BPM ENTERTAINMENT, SWING ENTERTAINMENT, 페임어스엔터테인먼트"
52,주저하는 연인들을 위해,잔나비,페포니 뮤직
53,우리들의 블루스,임영웅,물고기뮤직
54,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이
55,밤하늘의 별을(2020),경서,꿈의엔진
56,우린 그렇게 사랑해서,"강민경, 잔나비","WAKEONE, 페포니뮤직"
57,도깨비불 (Illusion),aespa,SM Entertainment
58,떠나보낼 준비해 둘걸 그랬어,임한별,오늘의 선곡
59,위하여 (We Higher) (Prod. GroovyRoom),"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",Stone Music Entertainment
60,Unholy,"Sam Smith, Kim Petras",EMI
61,"미운오리새끼 (Feat. 선우정아, BOBBY) (Prod. R.Tee)",허성현 (Huh),Stone Music Entertainment
62,Snowman,Sia,"Monkey Puzzle, Atlantic"
63,새벽에 걸려온 너의 전화는,한동근,말하는
64,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,뷰티플노이즈
65,That That (prod. & feat. SUGA of BTS),싸이 (Psy),피네이션
66,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (Don Malik),Stone Music Entertainment
67,FOREVER 1,소녀시대,SM Entertainment
68,가슴으로 운다,김연지,방구석 캐스팅
69,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),YG Entertainment
70,아픈 나를,성시경,롱플레이뮤직
71,Love War (Feat. BE`O),YENA(최예나),위에화엔터테인먼트코리아
72,다시 만날 수 있을까,임영웅,물고기뮤직
73,Beautiful Liar,몬스타엑스,스타쉽엔터테인먼트
74,그 겨울이 잠든 거리에서,"경서예지, 전건호",에버그로우
75,Love story,볼빨간사춘기,쇼파르엔터테인먼트
76,Dynamite,방탄소년단,BIGHIT MUSIC
77,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
78,니 번호가 뜨는 일,이예준,오늘의 선곡
79,Made You Look,Meghan Trainor,Epic
80,Stamp On It,GOT the beat,SM Entertainment
81,Dangerously,Charlie Puth,Artist Partners
82,Off My Face,Justin Bieber,RBMG/Def Jam
83,봄날,방탄소년단,BIGHIT MUSIC
84,Butter,방탄소년단,BIGHIT MUSIC
85,"빡 (Feat. 팔로알토 (Paloalto), 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (Don Malik),Stone Music Entertainment
86,드라마,아이유 (IU),EDAM엔터테인먼트
87,SNEAKERS,ITZY (있지),JYP Entertainment
88,Feel My Rhythm,레드벨벳(Red Velvet),SM Entertainment
89,신호등,이무진,쇼플레이
90,strawberry moon,아이유 (IU),EDAM엔터테인먼트
91,무지개,임영웅,물고기뮤직
92,흩어지지 않게,엠씨더맥스 (M.C the MAX),325 이엔씨
93,London Boy,임영웅,물고기뮤직
94,희재,성시경,씨에스해피엔터테인먼트
95,이 소설의 끝을 다시 써보려 해,테이 (Tei),메모리즈 프로젝트
96,INVU,태연 (TAEYEON),SM Entertainment
97,Next Level,aespa,SM Entertainment
98,스티커 사진,21학번,제나두 엔터테인먼트
99,아버지,임영웅,물고기뮤직
100,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
101,Permission to Dance,방탄소년단,BIGHIT MUSIC
102,내 손을 잡아,아이유 (IU),더그루브엔터테인먼트
103,"나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee)",KHAN,Stone Music Entertainment
104,POP!,나연 (TWICE),JYP Entertainment
105,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",Atlantic Records
106,Polaroid,임영웅,물고기뮤직
107,Yet To Come,방탄소년단,BIGHIT MUSIC
108,사랑한다고 말해줘,탑현,탑현월드
109,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,Stone Music Entertainment
110,한 페이지가 될 수 있게,DAY6,JYP Entertainment
111,The Drum,Alan Walker,MER Recordings
112,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
113,SMILEY (Feat. BIBI),YENA(최예나),위에화엔터테인먼트코리아
114,Hurt,NewJeans,ADOR
115,Kill Bill,SZA,Top Dawg Entertainment/RCA Records
116,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
117,Celebrity,아이유 (IU),EDAM엔터테인먼트
118,인생찬가,임영웅,물고기뮤직
119,A bientot,임영웅,물고기뮤직
120,"WITCH (Feat. 박재범, So!YoON!) (Prod. by Slom)",이영지,Stone Music Entertainment
121,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
122,Graduation,NCT DREAM,SM Entertainment
123,I`m Not The Only One,Sam Smith,Capitol Records
124,DICE,NMIXX,JYP Entertainment
125,GHOST TOWN,Benson Boone,Warner Records
126,Girls,aespa,SM Entertainment
127,손이 참 곱던 그대,임영웅,물고기뮤직
128,사랑해 진짜,임영웅,물고기뮤직
129,Loving You Girl (Feat. Hkeem),Peder Elias,Columbia
130,고백연습,경서,꿈의엔진
131,어른,Sondia,Stone Music Entertainment
132,2002,Anne-Marie,Atlantic Records UK
133,연애편지,임영웅,물고기뮤직
134,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),넥스타엔터테인먼트
135,Talk that Talk,TWICE,JYP Entertainment
136,추억때문에,유림,원탑엔터테인먼트
137,Cheshire,ITZY (있지),JYP Entertainment
138,손을 마주 잡고,BIG Naughty (서동현),SLL
139,KICK BACK,Kenshi Yonezu,Sony Music Labels Inc.
140,Blueming,아이유 (IU),Kakao Entertainment
141,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",NEOKIDZ
142,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
143,라일락,아이유 (IU),EDAM엔터테인먼트
144,보금자리,임영웅,물고기뮤직
145,GANADARA (Feat. 아이유),박재범,MORE VISION
146,Weekend,태연 (TAEYEON),SM Entertainment
147,Impurities,LE SSERAFIM (르세라핌),쏘스뮤직
148,너를 생각해,주시크 (Joosiq),뮤직레시피
149,Bad Habits,Ed Sheeran,Atlantic Records UK
150,"BLUE CHECK (Feat. 박재범, 제시) (Prod. by Slom)",토이고 (toigo),Stone Music Entertainment
151,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
152,LAW (Prod. Czaer),"윤미래, 비비(BIBI)",Stone Music Entertainment
153,Crazy,Gnarls Barkley,Warner Music
154,거리에서,성시경,제로원인터랙티브
155,Bad,Christopher,Parlophone Denmark
156,STEP,카라 (KARA),DSP미디어
157,When I Get Old,"Christopher, 청하",Parlophone Denmark
158,One Call Away,Charlie Puth,Artist Partners
159,고백,멜로망스(Melomance),"카카오엔터테인먼트, 민트페이퍼, 광합성"
160,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),MAKTUB Company
161,첫 눈,EXO,SM Entertainment
162,My Universe,"Coldplay, 방탄소년단",Parlophone UK
163,취기를 빌려 (취향저격 그녀 X 산들),산들,TOON STUDIO
164,Santa Tell Me,Ariana Grande,"Republic Records, a division of UMG Recordings,Inc"
165,팡파레,다비치,WAKEONE
166,Birthday,레드벨벳(Red Velvet),SM Entertainment
167,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
168,그중에 그대를 만나,김호중,캔버스뮤직
169,Vancouver,BIG Naughty (서동현),H1GHR MUSIC
170,리무진 (Feat. MINO) (Prod. GRAY),BE`O (비오),Stone Music Entertainment
171,듣고 싶을까,MSG워너비(M.O.M),NK Company
172,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,페포니 뮤직
173,MY BAG,(여자)아이들,큐브엔터테인먼트
174,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),EDAM엔터테인먼트
175,Shape of You,Ed Sheeran,Atlantic Records UK
176,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (Maktub),MAKTUB Company
177,바보에게 바보가 (웹툰 `연애의 발견` X 이석훈),이석훈,TOON STUDIO
178,너였다면,정승환,Stone Music Entertainment
179,I Ain`t Worried,OneRepublic,Interscope Records
180,Light Switch,Charlie Puth,Atlantic Records UK
181,통화연결음,"보라미유, MJ",프로젝트 리본
182,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,영앤리치 레코즈
183,바라만 본다,MSG워너비(M.O.M),유야호
184,그래서 그대는,이영현,방구석 캐스팅
185,All I Want For Christmas Is You,Mariah Carey,Columbia/Legacy
186,헤픈 우연,헤이즈 (Heize),피네이션
187,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트
188,I Still Love You,나얼,롱플레이뮤직
189,WE (Feat. 박재범) (Prod. by Slom),"이영지, 토이고 (toigo), 제이켠 (J`Kyun), 잠비노 (Jambino), XINSAYNE",Stone Music Entertainment
190,오르골 (Life Is Still Going On),NCT DREAM,SM Entertainment
191,Attention,Charlie Puth,Artist Partners
192,12:45 (Stripped),Etham,Virgin EMI
193,시든 꽃에 물을 주듯,HYNN(박혜원),엔터테인먼트뉴오더
194,예뻤어,DAY6,JYP Entertainment
195,Blue Flame,LE SSERAFIM (르세라핌),쏘스뮤직
196,Good Parts (when the quality is bad but I am),LE SSERAFIM (르세라핌),쏘스뮤직
197,추억은 만남보다 이별에 남아,정동하,뮤직원 컴퍼니
198,언제나 사랑해,케이시 (Kassy),도토리뮤직
199,"스물다섯, 스물하나",자우림,인터파크 엔터테인먼트
200,Savage,aespa,SM Entertainment
1,Ditto,NewJeans,ADOR
2,OMG,NewJeans,ADOR
3,Hype boy,NewJeans,ADOR
4,사건의 지평선,윤하,C9엔터테인먼트
5,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직
6,VIBE (feat. Jimin of BTS),태양,The Black Label
7,Attention,NewJeans,ADOR
8,Candy,NCT DREAM,SM Entertainment
9,After LIKE,IVE (아이브),스타쉽엔터테인먼트
10,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,Stone Music Entertainment
11,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
12,Nxde,(여자)아이들,큐브엔터테인먼트
13,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),Stone Music Entertainment
14,Monologue,테이 (Tei),방구석 캐스팅
15,Cookie,NewJeans,ADOR
16,너의 모든 순간,성시경,SBS 콘텐츠허브
17,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",Stone Music Entertainment
18,사랑은 늘 도망가,임영웅,모스트콘텐츠
19,FEARLESS,LE SSERAFIM (르세라핌),쏘스뮤직
20,해요 (2022),#안녕,일팔 프로젝트
21,Shut Down,BLACKPINK,YG Entertainment
22,그댄 행복에 살텐데 (2022),최유리,일팔 프로젝트
23,사랑인가 봐,멜로망스(Melomance),플렉스엠
24,그대를 알고,송하예,디스튜디오
25,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),피네이션
26,Say I Love You,우디(Woody),메이저나인
27,그라데이션,10cm,매직스트로베리사운드
28,Pink Venom,BLACKPINK,YG Entertainment
29,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),MBC
30,오르트구름,윤하,C9엔터테인먼트
31,취중고백,김민석,프로젝트 리본
32,TOMBOY,(여자)아이들,큐브엔터테인먼트
33,잘가요,주호,레이벡스
34,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
35,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC
36,마지막 사랑,신예영,투플원엔터테인먼트
37,나의 X에게,경서,꿈의엔진
38,WHEN I MOVE,카라 (KARA),RBW
39,That`s Hilarious,Charlie Puth,Atlantic Records UK
40,내가 아니라도,주호,IN A MILLION
41,ELEVEN,IVE (아이브),스타쉽엔터테인먼트
42,딱 10CM만,"10cm, BIG Naughty (서동현)","MAGIC STRAWBERRY SOUND, H1GHR MUSIC RECORDS"
43,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
44,자격지심 (Feat. ZICO),BE`O (비오),"빅플래닛메이드, SWING ENTERTAINMENT, 페임어스 엔터테인먼트"
45,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
46,첫사랑,백아,Baek A
47,Unholy,"Sam Smith, Kim Petras",EMI
48,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
49,Stay,"The Kid LAROI, Justin Bieber",Columbia
50,당신을 만나,"김호중, 송가인",방구석 캐스팅
51,보고싶었어,WSG워너비 (4FIRE),MBC
52,LOVE me,BE`O (비오),"BPM ENTERTAINMENT, SWING ENTERTAINMENT, 페임어스엔터테인먼트"
53,주저하는 연인들을 위해,잔나비,페포니 뮤직
54,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이
55,우리들의 블루스,임영웅,물고기뮤직
56,밤하늘의 별을(2020),경서,꿈의엔진
57,니 번호가 뜨는 일,이예준,오늘의 선곡
58,사랑해도 될까요,양다일,방구석 캐스팅
59,떠나보낼 준비해 둘걸 그랬어,임한별,오늘의 선곡
60,네가 보고 싶은 건 자연스러운 거겠지,신예영,셀러빗(CELEBIT)
61,도깨비불 (Illusion),aespa,SM Entertainment
62,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,뷰티플노이즈
63,우린 그렇게 사랑해서,"강민경, 잔나비","WAKEONE, 페포니뮤직"
64,Sugar Rush Ride,투모로우바이투게더,BIGHIT MUSIC
65,That That (prod. & feat. SUGA of BTS),싸이 (Psy),피네이션
66,새벽에 걸려온 너의 전화는,한동근,말하는
67,위하여 (We Higher) (Prod. GroovyRoom),"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",Stone Music Entertainment
68,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),YG Entertainment
69,다시 만날 수 있을까,임영웅,물고기뮤직
70,Snowman,Sia,"Monkey Puzzle, Atlantic"
71,FOREVER 1,소녀시대,SM Entertainment
72,가슴으로 운다,김연지,방구석 캐스팅
73,Dynamite,방탄소년단,BIGHIT MUSIC
74,Love story,볼빨간사춘기,쇼파르엔터테인먼트
75,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
76,Dangerously,Charlie Puth,Artist Partners
77,그 겨울이 잠든 거리에서,"경서예지, 전건호",에버그로우
78,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (Don Malik),Stone Music Entertainment
79,"미운오리새끼 (Feat. 선우정아, BOBBY) (Prod. R.Tee)",허성현 (Huh),Stone Music Entertainment
80,아픈 나를,성시경,롱플레이뮤직
81,희재,성시경,씨에스해피엔터테인먼트
82,그중에 그대를 만나,김호중,캔버스뮤직
83,Off My Face,Justin Bieber,RBMG/Def Jam
84,Love War (Feat. BE`O),YENA(최예나),위에화엔터테인먼트코리아
85,봄날,방탄소년단,BIGHIT MUSIC
86,Made You Look,Meghan Trainor,Epic
87,Butter,방탄소년단,BIGHIT MUSIC
88,꿈의 거처,이승윤,MAREUMO
89,신호등,이무진,쇼플레이
90,나의 목소리로,김호중,생각엔터테인먼트
91,드라마,아이유 (IU),EDAM엔터테인먼트
92,Feel My Rhythm,레드벨벳(Red Velvet),SM Entertainment
93,무지개,임영웅,물고기뮤직
94,손을 마주 잡고,BIG Naughty (서동현),SLL
95,London Boy,임영웅,물고기뮤직
96,strawberry moon,아이유 (IU),EDAM엔터테인먼트
97,SNEAKERS,ITZY (있지),JYP Entertainment
98,INVU,태연 (TAEYEON),SM Entertainment
99,스티커 사진,21학번,제나두 엔터테인먼트
100,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
101,Next Level,aespa,SM Entertainment
102,Permission to Dance,방탄소년단,BIGHIT MUSIC
103,아버지,임영웅,물고기뮤직
104,흩어지지 않게,엠씨더맥스 (M.C the MAX),325 이엔씨
105,내 손을 잡아,아이유 (IU),더그루브엔터테인먼트
106,Kill Bill,SZA,Top Dawg Entertainment/RCA Records
107,Beautiful Liar,몬스타엑스,스타쉽엔터테인먼트
108,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",Atlantic Records
109,"빡 (Feat. 팔로알토 (Paloalto), 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (Don Malik),Stone Music Entertainment
110,Polaroid,임영웅,물고기뮤직
111,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
112,Stamp On It,GOT the beat,SM Entertainment
113,POP!,나연 (TWICE),JYP Entertainment
114,Yet To Come,방탄소년단,BIGHIT MUSIC
115,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,Stone Music Entertainment
116,이 소설의 끝을 다시 써보려 해,테이 (Tei),메모리즈 프로젝트
117,한 페이지가 될 수 있게,DAY6,JYP Entertainment
118,Hurt,NewJeans,ADOR
119,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트"
120,사랑한다고 말해줘,탑현,탑현월드
121,SMILEY (Feat. BIBI),YENA(최예나),위에화엔터테인먼트코리아
122,The Drum,Alan Walker,MER Recordings
123,인생찬가,임영웅,물고기뮤직
124,A bientot,임영웅,물고기뮤직
125,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
126,Celebrity,아이유 (IU),EDAM엔터테인먼트
127,I`m Not The Only One,Sam Smith,Capitol Records
128,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
129,손이 참 곱던 그대,임영웅,물고기뮤직
130,사랑해 진짜,임영웅,물고기뮤직
131,Loving You Girl (Feat. Hkeem),Peder Elias,Columbia
132,DICE,NMIXX,JYP Entertainment
133,GHOST TOWN,Benson Boone,Warner Records
134,"나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee)",KHAN,Stone Music Entertainment
135,Girls,aespa,SM Entertainment
136,연애편지,임영웅,물고기뮤직
137,Devil by the Window,투모로우바이투게더,BIGHIT MUSIC
138,어른,Sondia,Stone Music Entertainment
139,2002,Anne-Marie,Atlantic Records UK
140,Wonder Why,경서,SLL
141,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),넥스타엔터테인먼트
142,Blueming,아이유 (IU),Kakao Entertainment
143,Talk that Talk,TWICE,JYP Entertainment
144,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
145,보금자리,임영웅,물고기뮤직
146,KICK BACK,Kenshi Yonezu,Sony Music Labels Inc.
147,Tinnitus (돌멩이가 되고 싶어),투모로우바이투게더,BIGHIT MUSIC
148,네버랜드를 떠나며,투모로우바이투게더,BIGHIT MUSIC
149,라일락,아이유 (IU),EDAM엔터테인먼트
150,고백연습,경서,꿈의엔진
151,Cheshire,ITZY (있지),JYP Entertainment
152,MOONLIGHT SUNRISE,TWICE,JYP Entertainment
