Rank,Title,Artist,Production
45,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",Stone Music Entertainment
46,Fast Forward,전소미,The Black Label
47,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
48,I Love You,안세하,방구석 캐스팅
49,취중고백,김민석,프로젝트 리본
50,Either Way,IVE (아이브),스타쉽엔터테인먼트
51,사랑하지 않아서 그랬어,임한별,플렉스엠
52,After LIKE,IVE (아이브),스타쉽엔터테인먼트
53,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records
54,음악의 신,세븐틴,플레디스
55,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
56,잠시라도 우리,"성시경, 나얼",에스케이재원
57,Attention,NewJeans,ADOR
58,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직
59,Bubble,STAYC(스테이씨),하이업엔터테인먼트
60,손오공,세븐틴,플레디스
61,Dangerously,Charlie Puth,Artist Partners
62,Chill Kill,레드벨벳(Red Velvet),SM Entertainment
63,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
64,물론,허각,니즈뮤직
65,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이
66,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
67,"그대가 있는 곳, 언제 어디든",로이킴,SBS 콘텐츠허브
68,해요 (2022),#안녕,일팔 프로젝트
69,사랑..그게 뭔데,지아 (Zia),니즈뮤직
70,GODS,"NewJeans, League of Legends",라이엇 게임즈
71,나에게 그대만이,탑현,레이벡스
72,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
73,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
74,모래 알갱이,임영웅,물고기뮤직
75,봄날,방탄소년단,BIGHIT MUSIC
76,우리들의 블루스,임영웅,물고기뮤직
77,I Love My Body,화사(Hwa Sa),피네이션
78,DASH,NMIXX,JYP Entertainment
79,Dynamite,방탄소년단,BIGHIT MUSIC
80,I WANNA KNOW,장하오 (ZEROBASEONE),Stone Music Entertainment
81,화이트 (White),폴킴,와이예스 엔터테인먼트
82,Talk Saxy,RIIZE,SM Entertainment
83,Do or Die,임영웅,물고기뮤직
84,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
85,숲,최유리,쇼파르엔터테인먼트
86,Stay,"The Kid LAROI, Justin Bieber",Columbia
87,다시 만날 수 있을까,임영웅,물고기뮤직
88,어른,Sondia,Stone Music Entertainment
89,I Love You (Prod. 김도훈),홍이삭,"SLL, 뮤직팜"
90,머물러주오 (Prod. 안신애 & Philtre),소수빈,"SLL, 뮤직팜"
91,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,kanverse
92,Snowman,Sia,"Monkey Puzzle, Atlantic"
93,Butter,방탄소년단,BIGHIT MUSIC
94,희재,성시경,씨에스해피엔터테인먼트
95,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik
96,"밤, 바다",최유리,도너츠컬쳐
97,무지개,임영웅,물고기뮤직
98,3D (feat. Jack Harlow),정국,BIGHIT MUSIC
99,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직
100,아버지,임영웅,물고기뮤직
101,NO MORE (MA BOY),씨스타19,클렙
102,New Jeans,NewJeans,ADOR
103,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트
104,London Boy,임영웅,물고기뮤직
105,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records
106,Polaroid,임영웅,물고기뮤직
107,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
108,인생찬가,임영웅,물고기뮤직
109,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
110,꽃,지수 (JISOO),YG Entertainment
111,Sonar (Breaker),NMIXX,JYP Entertainment
112,Bad News,KISS OF LIFE,S2 ENTERTAINMENT INC.
113,꿈,태연 (TAEYEON),모스트콘텐츠
114,That`s Hilarious,Charlie Puth,Atlantic Records UK
115,A bientot,임영웅,물고기뮤직
116,꽃구경,황영웅,"골든보이스, 제이"
117,기억해줘요 내 모든 날과 그때를,거미,Beyond Music
118,UNTOUCHABLE,ITZY (있지),JYP Entertainment
119,Monologue,테이 (Tei),방구석 캐스팅
120,시대유감 (時代遺憾) (2024 aespa Remake Ver.),aespa,SM Entertainment
121,Yes or No,정국,BIGHIT MUSIC
122,그리워하다,비투비 (BTOB),큐브엔터테인먼트
123,Candy,NCT DREAM,SM Entertainment
124,DIE 4 YOU,DEAN,Joombas Co Ltd & Universal Music
125,Memories,RIIZE,SM Entertainment
126,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
127,Cruel Summer,Taylor Swift,Taylor Swift
128,연애편지,임영웅,물고기뮤직
129,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.
130,"yes, and?",Ariana Grande,Republic Records
131,거리에서,성시경,제로원인터랙티브
132,달빛에 그려지는,미연 ((여자)아이들),도너츠컬쳐
133,Off My Face,Justin Bieber,RBMG/Def Jam
134,그라데이션,10cm,매직스트로베리사운드
135,밤하늘의 별을(2020),경서,꿈의엔진
136,입술 (Feat. 10CM),헤이즈 (Heize),피네이션
137,나의 X에게,경서,꿈의엔진
138,I`m Not The Only One,Sam Smith,Capitol Records
139,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
140,Next Level,aespa,SM Entertainment
141,넌 쉽게 말했지만,싱어게인3 49호 가수,"SLL, 뮤직팜"
142,Baggy Jeans,NCT U,SM Entertainment
143,첫사랑,백아,Baek A
144,TOMBOY,(여자)아이들,큐브엔터테인먼트
145,Fact Check (불가사의; 不可思議),NCT 127,SM Entertainment
146,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
147,"이쁜 여자가 좋더라 (Feat. Gist, Jayci yucca)",릴러말즈 (Leellamarz),Ambition Musik
148,사실말야내가말야그게그러니까말이야,케이시 (Kassy),넥스타엔터테인먼트
149,2002,Anne-Marie,Atlantic Records UK
150,어디에도,엠씨더맥스 (M.C The Max),뮤직앤뉴
151,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),H1GHR MUSIC
152,내가 아니라도,주호,IN A MILLION
153,ELEVEN,IVE (아이브),스타쉽엔터테인먼트
154,That`s Not How This Works (feat. Dan + Shay),Charlie Puth,Atlantic Records
155,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),Ambition Musik
156,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
157,Still With You,정국,BIGHIT MUSIC
158,소년,10cm,매직스트로베리사운드
159,Shape of You,Ed Sheeran,Atlantic Records UK
160,Merry PLLIstmas,PLAVE,VLAST
161,Rewrite The Stars,"Zac Efron, Zendaya",Atlantic Records
162,오늘이 마지막인 것처럼,강민경,SBS 콘텐츠허브
163,그대가 해준 말,이하이,AOMG
164,그중에 그대를 만나,김호중,캔버스뮤직
165,All Night (Feat. Saweetie),IVE (아이브),스타쉽엔터테인먼트
166,"잘 지내자, 우리",최유리,쇼파르엔터테인먼트
167,응급실,이지 (izi),엠디엠이엔티
168,Be There For Me,NCT 127,SM Entertainment
169,Closer Than This,지민,BIGHIT MUSIC
170,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT"
171,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD
172,Cupid,FIFTY FIFTY,ATTRAKT
173,사랑했나봐,YB (윤도현 밴드),와이더댄
174,Vancouver 2,BIG Naughty (서동현),H1GHR MUSIC
175,다시 사랑한다면 (니글니글 버터플라이),김필,MBC
176,I Love You,포지션,신나라뮤직
177,너였다면,정승환,Stone Music Entertainment
178,Good Morning,YENA(최예나),위에화엔터테인먼트코리아
179,Shut Down,BLACKPINK,YG Entertainment
180,Try Again,소수빈,"SLL, 뮤직팜"
181,Cool With You,NewJeans,ADOR
182,그때 헤어지면 돼,로이킴,"Stone Music Entertainment, MMO Entertainment"
183,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),MAKTUB Company
184,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트
185,너를 만나,폴킴,뉴런뮤직
186,I WANT,IVE (아이브),스타쉽엔터테인먼트
187,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트"
188,아직 사랑하는 사람이 있어요,KCM,이미지나인컴즈
189,Bye bye my blue,백예린,JYP Entertainment
190,Nobody Knows,KISS OF LIFE,S2 ENTERTAINMENT INC.
191,곰인형 (Feat. 해금),린 (LYn),뮤직앤뉴
192,INVU,태연 (TAEYEON),SM Entertainment
193,눈사람,정승환,안테나뮤직
194,When I Get Old,"Christopher, 청하",Parlophone Denmark
195,Underwater,권은비,울림 엔터테인먼트
196,Nxde,(여자)아이들,큐브엔터테인먼트
197,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),SM Entertainment
198,멸망한 사랑 (Prod. 로코베리 & LAS),이젤 (EJel),"SLL, 뮤직팜"
199,오르트구름,윤하,C9엔터테인먼트
200,One Call Away,Charlie Puth,Artist Partners
1,Love wins all,아이유 (IU),EDAM엔터테인먼트
2,To. X,태연 (TAEYEON),SM Entertainment
3,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION"
4,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직
5,Love 119,RIIZE,SM Entertainment
6,Drama,aespa,SM Entertainment
7,에피소드,이무진,BIGPLANETMADE
8,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO
9,헤어지자 말해요,박재정,로맨틱팩토리
10,인사,범진,JMG (더블엑스엔터테인먼트)
11,Get A Guitar,RIIZE,SM Entertainment
12,I AM,IVE (아이브),스타쉽엔터테인먼트
13,Baddie,IVE (아이브),스타쉽엔터테인먼트
14,Love Lee,AKMU (악뮤),YG Entertainment
15,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC
16,첫 눈,EXO,SM Entertainment
17,You & Me,제니 (JENNIE),YG Entertainment
18,너의 모든 순간,성시경,SBS 콘텐츠허브
19,MANIAC,VIVIZ (비비지),BIGPLANETMADE
20,Super Shy,NewJeans,ADOR
21,Ditto,NewJeans,ADOR
22,ETA,NewJeans,ADOR
23,Hype boy,NewJeans,ADOR
24,후라이의 꿈,AKMU (악뮤),YG Entertainment
25,사막에서 꽃을 피우듯,우디(Woody),메이저나인
26,Discord,QWER,타마고 프로덕션
27,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO
28,사랑은 늘 도망가,임영웅,모스트콘텐츠
29,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트
30,예뻤어,DAY6,JYP Entertainment
31,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
32,사건의 지평선,윤하,C9엔터테인먼트
33,Wife,(여자)아이들,큐브엔터테인먼트
34,Standing Next to You,정국,BIGHIT MUSIC
35,한 페이지가 될 수 있게,DAY6,JYP Entertainment
36,Spicy,aespa,SM Entertainment
37,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직
38,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment
39,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트"
40,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트
41,심(心),DK,방구석 캐스팅
42,사랑인가 봐,멜로망스(Melomance),플렉스엠
43,OMG,NewJeans,ADOR
44,주저하는 연인들을 위해,잔나비,페포니 뮤직
45,I Love You,안세하,방구석 캐스팅
46,Kitsch,IVE (아이브),스타쉽엔터테인먼트
47,꿈,태연 (TAEYEON),모스트콘텐츠
48,Off The Record,IVE (아이브),스타쉽엔터테인먼트
49,취중고백,김민석,프로젝트 리본
50,음악의 신,세븐틴,플레디스
51,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
52,사랑하지 않아서 그랬어,임한별,플렉스엠
53,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",Stone Music Entertainment
54,Fast Forward,전소미,The Black Label
55,After LIKE,IVE (아이브),스타쉽엔터테인먼트
56,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
57,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,kanverse
58,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records
59,"그대가 있는 곳, 언제 어디든",로이킴,SBS 콘텐츠허브
60,Either Way,IVE (아이브),스타쉽엔터테인먼트
61,잠시라도 우리,"성시경, 나얼",에스케이재원
62,Attention,NewJeans,ADOR
63,손오공,세븐틴,플레디스
64,Dangerously,Charlie Puth,Artist Partners
65,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직
66,Bubble,STAYC(스테이씨),하이업엔터테인먼트
67,물론,허각,니즈뮤직
68,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
69,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이
70,해요 (2022),#안녕,일팔 프로젝트
71,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
72,사랑..그게 뭔데,지아 (Zia),니즈뮤직
73,Chill Kill,레드벨벳(Red Velvet),SM Entertainment
74,Talk Saxy,RIIZE,SM Entertainment
75,나에게 그대만이,탑현,레이벡스
76,모래 알갱이,임영웅,물고기뮤직
77,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
78,GODS,"NewJeans, League of Legends",라이엇 게임즈
79,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
80,DASH,NMIXX,JYP Entertainment
81,우리들의 블루스,임영웅,물고기뮤직
82,봄날,방탄소년단,BIGHIT MUSIC
83,Dynamite,방탄소년단,BIGHIT MUSIC
84,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
85,I Love My Body,화사(Hwa Sa),피네이션
86,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),H1GHR MUSIC
87,Do or Die,임영웅,물고기뮤직
88,숲,최유리,쇼파르엔터테인먼트
89,다시 만날 수 있을까,임영웅,물고기뮤직
90,Stay,"The Kid LAROI, Justin Bieber",Columbia
91,어른,Sondia,Stone Music Entertainment
92,화이트 (White),폴킴,와이예스 엔터테인먼트
93,희재,성시경,씨에스해피엔터테인먼트
94,Butter,방탄소년단,BIGHIT MUSIC
95,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik
96,무지개,임영웅,물고기뮤직
97,Snowman,Sia,"Monkey Puzzle, Atlantic"
98,아버지,임영웅,물고기뮤직
99,London Boy,임영웅,물고기뮤직
100,NO MORE (MA BOY),씨스타19,클렙
101,Bad News,KISS OF LIFE,S2 ENTERTAINMENT INC.
102,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직
103,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
104,All Night (Feat. Saweetie),IVE (아이브),스타쉽엔터테인먼트
105,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스
106,"밤, 바다",최유리,도너츠컬쳐
107,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records
108,Polaroid,임영웅,물고기뮤직
109,Ponytail,김재환,WAKEONE
110,인생찬가,임영웅,물고기뮤직
111,@은영이에게,#안녕,니즈뮤직
112,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트
113,New Jeans,NewJeans,ADOR
114,3D (feat. Jack Harlow),정국,BIGHIT MUSIC
115,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
116,A bientot,임영웅,물고기뮤직
117,Memories,RIIZE,SM Entertainment
118,꽃,지수 (JISOO),YG Entertainment
119,Sonar (Breaker),NMIXX,JYP Entertainment
120,머물러주오 (Prod. 안신애 & Philtre),소수빈,"SLL, 뮤직팜"
121,I Love You (Prod. 김도훈),홍이삭,"SLL, 뮤직팜"
122,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.
123,That`s Hilarious,Charlie Puth,Atlantic Records UK
124,Yes or No,정국,BIGHIT MUSIC
125,연애편지,임영웅,물고기뮤직
126,Monologue,테이 (Tei),방구석 캐스팅
127,Like I Do,J.Tajor,TuneCore
128,그리워하다,비투비 (BTOB),큐브엔터테인먼트
129,거리에서,성시경,제로원인터랙티브
130,선물,멜로망스(Melomance),"민트페이퍼, 광합성"
131,Off My Face,Justin Bieber,RBMG/Def Jam
132,기억해줘요 내 모든 날과 그때를,거미,Beyond Music
133,UNTOUCHABLE,ITZY (있지),JYP Entertainment
134,Cruel Summer,Taylor Swift,Taylor Swift
135,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
136,DIE 4 YOU,DEAN,Joombas Co Ltd & Universal Music
137,Candy,NCT DREAM,SM Entertainment
138,그라데이션,10cm,매직스트로베리사운드
139,밤하늘의 별을(2020),경서,꿈의엔진
140,어떤 미래,WOOZI (SEVENTEEN),플레디스
141,"yes, and?",Ariana Grande,Republic Records
142,나의 X에게,경서,꿈의엔진
143,달빛에 그려지는,미연 ((여자)아이들),도너츠컬쳐
144,한번만 더,소수빈,"SLL, 뮤직팜"
145,저 별들도 질투할 만큼,탑현,레이벡스
146,"이쁜 여자가 좋더라 (Feat. Gist, Jayci yucca)",릴러말즈 (Leellamarz),Ambition Musik
147,TOMBOY,(여자)아이들,큐브엔터테인먼트
148,Nobody Knows,KISS OF LIFE,S2 ENTERTAINMENT INC.
149,첫사랑,백아,Baek A
150,GRAB ME,AB6IX (에이비식스),브랜뉴뮤직
151,I`m Not The Only One,Sam Smith,Capitol Records
152,Next Level,aespa,SM Entertainment
153,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC
154,2002,Anne-Marie,Atlantic Records UK
155,내일 얘기해,"릴러말즈 (Leellamarz), meenoi (미노이)","AMBITION MUSIK, AOMG"
156,사실말야내가말야그게그러니까말이야,케이시 (Kassy),넥스타엔터테인먼트
157,그중에 그대를 만나,김호중,캔버스뮤직
158,어디에도,엠씨더맥스 (M.C The Max),뮤직앤뉴
159,내가 아니라도,주호,IN A MILLION
160,Baggy Jeans,NCT U,SM Entertainment
161,ELEVEN,IVE (아이브),스타쉽엔터테인먼트
162,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),Ambition Musik
163,yours,데이먼스 이어 (Damons Year),Akashic Records
164,응급실,이지 (izi),엠디엠이엔티
165,Shape of You,Ed Sheeran,Atlantic Records UK
166,Merry PLLIstmas,PLAVE,VLAST
167,That`s Not How This Works (feat. Dan + Shay),Charlie Puth,Atlantic Records
168,입술 (Feat. 10CM),헤이즈 (Heize),피네이션
169,넌 쉽게 말했지만,싱어게인3 49호 가수,"SLL, 뮤직팜"
170,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc"
171,"잘 지내자, 우리",최유리,쇼파르엔터테인먼트
172,Fact Check (불가사의; 不可思議),NCT 127,SM Entertainment
173,Celebrity,아이유 (IU),EDAM엔터테인먼트
174,Slowly (Feat. 헤이즈),I.M (아이엠),Sony Music
175,Rewrite The Stars,"Zac Efron, Zendaya",Atlantic Records
176,Blueming,아이유 (IU),Kakao Entertainment
177,Still With You,정국,BIGHIT MUSIC
178,사랑했나봐,YB (윤도현 밴드),와이더댄
179,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT"
180,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD
181,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트"
182,다시 사랑한다면 (니글니글 버터플라이),김필,MBC
183,너였다면,정승환,Stone Music Entertainment
184,그때 헤어지면 돼,로이킴,"Stone Music Entertainment, MMO Entertainment"
185,Bye bye my blue,백예린,JYP Entertainment
186,Cupid,FIFTY FIFTY,ATTRAKT
187,Shut Down,BLACKPINK,YG Entertainment
188,I Love You,포지션,신나라뮤직
189,INVU,태연 (TAEYEON),SM Entertainment
190,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),SM Entertainment
191,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),MAKTUB Company
192,One Call Away,Charlie Puth,Artist Partners
193,Nxde,(여자)아이들,큐브엔터테인먼트
194,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트
195,When I Get Old,"Christopher, 청하",Parlophone Denmark
196,너를 만나,폴킴,뉴런뮤직
197,여섯 번째 여름,PLAVE,VLAST
198,마지막처럼,BLACKPINK,YG Entertainment
199,Closer Than This,지민,BIGHIT MUSIC
200,BETELGEUSE,Yuuri,Sony Music Labels Inc.
1,Love wins all,아이유 (IU),EDAM엔터테인먼트
2,To. X,태연 (TAEYEON),SM Entertainment
3,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION"
4,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직
5,Love 119,RIIZE,SM Entertainment
6,에피소드,이무진,BIGPLANETMADE
7,Drama,aespa,SM Entertainment
8,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO
9,헤어지자 말해요,박재정,로맨틱팩토리
10,인사,범진,JMG (더블엑스엔터테인먼트)
11,Wife,(여자)아이들,큐브엔터테인먼트
12,Get A Guitar,RIIZE,SM Entertainment
13,I AM,IVE (아이브),스타쉽엔터테인먼트
14,Baddie,IVE (아이브),스타쉽엔터테인먼트
15,MANIAC,VIVIZ (비비지),BIGPLANETMADE
16,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC
17,Love Lee,AKMU (악뮤),YG Entertainment
18,Super Lady,(여자)아이들,큐브엔터테인먼트
19,너의 모든 순간,성시경,SBS 콘텐츠허브
20,You & Me,제니 (JENNIE),YG Entertainment
21,Super Shy,NewJeans,ADOR
22,Ditto,NewJeans,ADOR
23,ETA,NewJeans,ADOR
24,첫 눈,EXO,SM Entertainment
25,꿈,태연 (TAEYEON),모스트콘텐츠
26,Hype boy,NewJeans,ADOR
27,사막에서 꽃을 피우듯,우디(Woody),메이저나인
28,후라이의 꿈,AKMU (악뮤),YG Entertainment
29,예뻤어,DAY6,JYP Entertainment
30,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트
31,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO
32,사랑은 늘 도망가,임영웅,모스트콘텐츠
33,Discord,QWER,타마고 프로덕션
34,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스
35,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment
36,한 페이지가 될 수 있게,DAY6,JYP Entertainment
37,사건의 지평선,윤하,C9엔터테인먼트
38,Standing Next to You,정국,BIGHIT MUSIC
39,Spicy,aespa,SM Entertainment
40,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직
41,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트
42,심(心),DK,방구석 캐스팅
43,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트"
44,사랑인가 봐,멜로망스(Melomance),플렉스엠
45,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment
46,주저하는 연인들을 위해,잔나비,페포니 뮤직
47,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),H1GHR MUSIC
48,OMG,NewJeans,ADOR
49,취중고백,김민석,프로젝트 리본
50,Kitsch,IVE (아이브),스타쉽엔터테인먼트
51,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트
52,음악의 신,세븐틴,플레디스
53,사랑하지 않아서 그랬어,임한별,플렉스엠
54,I Love You,안세하,방구석 캐스팅
55,After LIKE,IVE (아이브),스타쉽엔터테인먼트
56,Off The Record,IVE (아이브),스타쉽엔터테인먼트
57,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment
58,Fast Forward,전소미,The Black Label
59,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",Stone Music Entertainment
60,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records
61,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,kanverse
62,손오공,세븐틴,플레디스
63,Attention,NewJeans,ADOR
64,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직
65,Dangerously,Charlie Puth,Artist Partners
66,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우
67,Bubble,STAYC(스테이씨),하이업엔터테인먼트
68,물론,허각,니즈뮤직
69,Either Way,IVE (아이브),스타쉽엔터테인먼트
70,"그대가 있는 곳, 언제 어디든",로이킴,SBS 콘텐츠허브
71,Talk Saxy,RIIZE,SM Entertainment
72,잠시라도 우리,"성시경, 나얼",에스케이재원
73,해요 (2022),#안녕,일팔 프로젝트
74,사랑..그게 뭔데,지아 (Zia),니즈뮤직
75,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스
76,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이
77,나에게 그대만이,탑현,레이벡스
78,DASH,NMIXX,JYP Entertainment
79,Chill Kill,레드벨벳(Red Velvet),SM Entertainment
80,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG
81,모래 알갱이,임영웅,물고기뮤직
82,우리들의 블루스,임영웅,물고기뮤직
83,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records
84,GODS,"NewJeans, League of Legends",라이엇 게임즈
85,봄날,방탄소년단,BIGHIT MUSIC
86,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이"
87,Dynamite,방탄소년단,BIGHIT MUSIC
88,Do or Die,임영웅,물고기뮤직
89,다시 만날 수 있을까,임영웅,물고기뮤직
90,숲,최유리,쇼파르엔터테인먼트
91,I Love My Body,화사(Hwa Sa),피네이션
92,Stay,"The Kid LAROI, Justin Bieber",Columbia
93,새벽 통화,적재,리본 프로젝트
94,어른,Sondia,Stone Music Entertainment
95,Butter,방탄소년단,BIGHIT MUSIC
96,널 미워하기로 했어,이예준,에이치엔에스에이치큐
97,희재,성시경,씨에스해피엔터테인먼트
98,무지개,임영웅,물고기뮤직
99,아버지,임영웅,물고기뮤직
100,London Boy,임영웅,물고기뮤직
101,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M"
102,Bad News,KISS OF LIFE,S2 ENTERTAINMENT INC.
103,Like I Do,J.Tajor,TuneCore
104,Polaroid,임영웅,물고기뮤직
105,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직
106,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records
107,인생찬가,임영웅,물고기뮤직
108,NO MORE (MA BOY),씨스타19,클렙
109,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik
110,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트
111,New Jeans,NewJeans,ADOR
112,A bientot,임영웅,물고기뮤직
113,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스"
114,Snowman,Sia,"Monkey Puzzle, Atlantic"
115,"밤, 바다",최유리,도너츠컬쳐
116,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.
117,화이트 (White),폴킴,와이예스 엔터테인먼트
118,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트
119,All Night (Feat. Saweetie),IVE (아이브),스타쉽엔터테인먼트
120,@은영이에게,#안녕,니즈뮤직
121,연애편지,임영웅,물고기뮤직
