Unnamed: 0,date,Rank,Title,Artist_x,Production,Weekly Views,Genre,Runtime,New_Artist,n_score,g_score,ky_chart_on,Artist_y,Date,Ratio
3863,2024-01-28,82,우리들의 블루스,임영웅,물고기뮤직,4630402.0,가요 / 발라드,3:27,임영웅,34.7876,32.0,False,임영웅,2024-01-28,34.7876
3867,2024-01-28,86,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이",4630402.0,가요 / 트로트,4:03,임영웅,34.7876,32.0,False,임영웅,2024-01-28,34.7876
3869,2024-01-28,88,Do or Die,임영웅,물고기뮤직,4630402.0,가요 / 댄스,3:25,임영웅,34.7876,32.0,False,임영웅,2024-01-28,34.7876
3870,2024-01-28,89,다시 만날 수 있을까,임영웅,물고기뮤직,4630402.0,가요 / 발라드,4:34,임영웅,34.7876,32.0,False,임영웅,2024-01-28,34.7876
3880,2024-01-28,98,무지개,임영웅,물고기뮤직,4630402.0,가요 / 전체,3:16,임영웅,34.7876,32.0,False,임영웅,2024-01-28,34.7876
3881,2024-01-28,99,아버지,임영웅,물고기뮤직,4630402.0,가요 / 발라드,3:58,임영웅,34.7876,32.0,False,임영웅,2024-01-28,34.7876
3882,2024-01-28,100,London Boy,임영웅,물고기뮤직,4630402.0,가요 / 락,4:04,임영웅,34.7876,32.0,False,임영웅,2024-01-28,34.7876
3886,2024-01-28,104,Polaroid,임영웅,물고기뮤직,4630402.0,가요 / 락,3:26,임영웅,34.7876,32.0,False,임영웅,2024-01-28,34.7876
3889,2024-01-28,107,인생찬가,임영웅,물고기뮤직,4630402.0,가요 / 발라드,3:53,임영웅,34.7876,32.0,False,임영웅,2024-01-28,34.7876
3894,2024-01-28,112,A bientot,임영웅,물고기뮤직,4630402.0,가요 / 랩/힙합,4:16,임영웅,34.7876,32.0,False,임영웅,2024-01-28,34.7876
3903,2024-01-28,121,연애편지,임영웅,물고기뮤직,4630402.0,가요 / 블루스/포크,3:35,임영웅,34.7876,32.0,False,임영웅,2024-01-28,34.7876
3811,2024-01-28,33,Discord,QWER,타마고 프로덕션,2268211.0,가요 / 락,2:48,큐더블유이알,24.11971,14.0,False,큐더블유이알,2024-01-28,24.11971
3812,2024-01-28,34,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스,1444534.0,가요 / 전체,2:32,투어스,87.07524,94.0,False,투어스,2024-01-28,87.07524
3815,2024-01-28,37,사건의 지평선,윤하,C9엔터테인먼트,4370762.0,가요 / 락,5:01,윤하,38.24886,14.0,False,윤하,2024-01-28,38.24886
3985,2024-01-28,196,오르트구름,윤하,C9엔터테인먼트,4370762.0,가요 / 락,3:27,윤하,38.24886,14.0,False,윤하,2024-01-28,38.24886
3819,2024-01-28,41,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트,3564017.0,가요 / 인디,3:45,볼빨간사춘기,42.92471,10.0,False,볼빨간사춘기,2024-01-28,42.92471
3820,2024-01-28,42,심(心),DK,방구석 캐스팅,0.0,가요 / 락,4:17,디케이,39.48016,14.0,False,디케이,2024-01-28,39.48016
3821,2024-01-28,43,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트",0.0,가요 / 인디,3:37,순순희,39.33907,0.0,False,순순희,2024-01-28,39.33907
3822,2024-01-28,44,사랑인가 봐,멜로망스(Melomance),플렉스엠,1900224.0,OST / 드라마,3:05,멜로망스,89.68001,6.0,False,멜로망스,2024-01-28,89.68001
3917,2024-01-28,134,선물,멜로망스(Melomance),"민트페이퍼, 광합성",1900224.0,가요 / 인디,4:21,멜로망스,89.68001,6.0,False,멜로망스,2024-01-28,89.68001
3918,2024-01-28,134,선물,멜로망스(Melomance),"민트페이퍼, 광합성",1900224.0,가요 / 인디,4:21,멜로망스,89.68001,0.0,False,멜로망스,2024-01-28,89.68001
3823,2024-01-28,45,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment,0.0,가요 / 발라드,2:43,디오,32.85482,24.0,False,디오,2024-01-28,32.85482
3824,2024-01-28,46,주저하는 연인들을 위해,잔나비,페포니 뮤직,1991822.0,가요 / 인디,4:25,잔나비,5.08154,12.0,True,잔나비,2024-01-28,5.08154
3825,2024-01-28,47,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),H1GHR MUSIC,3061718.0,가요 / R&B/소울,2:59,그루비룸,44.13891,27.0,False,그루비룸,2024-01-28,44.13891
3827,2024-01-28,49,취중고백,김민석,프로젝트 리본,0.0,가요 / 발라드,3:48,김민석,18.14207,23.0,False,김민석,2024-01-28,18.14207
3830,2024-01-28,52,음악의 신,세븐틴,플레디스,4694597.0,가요 / 댄스,3:25,세븐틴,80.67369,65.0,False,세븐틴,2024-01-28,80.67369
3842,2024-01-28,62,손오공,세븐틴,플레디스,4694597.0,가요 / 댄스,3:20,세븐틴,80.67369,65.0,False,세븐틴,2024-01-28,80.67369
3831,2024-01-28,53,사랑하지 않아서 그랬어,임한별,플렉스엠,1236519.0,가요 / 발라드,3:44,임한별,40.5621,7.0,False,임한별,2024-01-28,40.5621
3832,2024-01-28,54,I Love You,안세하,방구석 캐스팅,2466172.0,가요 / 발라드,5:12,안세하,2.15635,67.0,False,안세하,2024-01-28,2.15635
3833,2024-01-28,54,I Love You,안세하,방구석 캐스팅,2466172.0,가요 / 발라드,5:12,안세하,2.15635,3.0,False,안세하,2024-01-28,2.15635
3836,2024-01-28,57,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment,1899571.0,OST / 드라마,3:31,폴킴,5.0506,18.0,False,폴킴,2024-01-28,5.0506
3899,2024-01-28,117,화이트 (White),폴킴,와이예스 엔터테인먼트,1899571.0,가요 / 댄스,3:56,폴킴,5.0506,18.0,False,폴킴,2024-01-28,5.0506
3837,2024-01-28,58,Fast Forward,전소미,The Black Label,0.0,가요 / 댄스,2:41,전소미,19.95042,3.0,False,전소미,2024-01-28,19.95042
3839,2024-01-28,60,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records,1619797.0,OST / 전체,3:13,라우브,20.8295,4.0,False,라우브,2024-01-28,20.8295
3840,2024-01-28,61,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,kanverse,1758795.0,가요 / 발라드,3:36,화곡동 청개구리,73.62761,28.0,False,화곡동 청개구리,2024-01-28,73.62761
3841,2024-01-28,61,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,kanverse,1758795.0,가요 / 발라드,3:36,화곡동 청개구리,73.62761,1.0,False,화곡동 청개구리,2024-01-28,73.62761
3846,2024-01-28,65,Dangerously,Charlie Puth,Artist Partners,2488841.0,POP / 팝,3:19,찰리 푸스,7.09163,5.0,False,찰리 푸스,2024-01-28,7.09163
3864,2024-01-28,83,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records,2488841.0,POP / 팝,3:09,찰리 푸스,7.09163,5.0,False,찰리 푸스,2024-01-28,7.09163
3908,2024-01-28,125,That`s Hilarious,Charlie Puth,Atlantic Records UK,2488841.0,POP / 팝,2:27,찰리 푸스,7.09163,5.0,False,찰리 푸스,2024-01-28,7.09163
3956,2024-01-28,169,That`s Not How This Works (feat. Dan + Shay),Charlie Puth,Atlantic Records,2488841.0,POP / 팝,2:46,찰리 푸스,7.09163,5.0,False,찰리 푸스,2024-01-28,7.09163
3974,2024-01-28,186,One Call Away,Charlie Puth,Artist Partners,2488841.0,POP / 팝,3:14,찰리 푸스,7.09163,5.0,False,찰리 푸스,2024-01-28,7.09163
3848,2024-01-28,67,Bubble,STAYC(스테이씨),하이업엔터테인먼트,1580708.0,가요 / 댄스,2:59,스테이씨,44.64276,10.0,False,스테이씨,2024-01-28,44.64276
3892,2024-01-28,110,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트,1580708.0,가요 / 댄스,3:10,스테이씨,44.64276,10.0,False,스테이씨,2024-01-28,44.64276
3849,2024-01-28,68,물론,허각,니즈뮤직,1622518.0,가요 / 발라드,3:44,허각,29.19679,40.0,False,허각,2024-01-28,29.19679
3854,2024-01-28,73,해요 (2022),#안녕,일팔 프로젝트,1959168.0,가요 / 발라드,3:58,#안녕,31.71549,61.0,True,#안녕,2024-01-28,31.71549
3900,2024-01-28,118,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,1959168.0,가요 / 인디,4:10,#안녕,31.71549,62.0,False,#안녕,2024-01-28,31.71549
3902,2024-01-28,120,@은영이에게,#안녕,니즈뮤직,1959168.0,가요 / 발라드,4:52,#안녕,31.71549,62.0,False,#안녕,2024-01-28,31.71549
3855,2024-01-28,74,사랑..그게 뭔데,지아 (Zia),니즈뮤직,1771080.0,가요 / 발라드,3:46,지아,67.3947,80.0,False,지아,2024-01-28,67.3947
3856,2024-01-28,75,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스,4694597.0,가요 / 댄스,3:25,부석순,37.55249,2.0,False,부석순,2024-01-28,37.55249
3858,2024-01-28,77,나에게 그대만이,탑현,레이벡스,0.0,가요 / 발라드,3:11,탑현,43.28803,5.0,False,탑현,2024-01-28,43.28803
3859,2024-01-28,78,DASH,엔믹스,JYP Entertainment,4523590.0,가요 / 댄스,2:47,엔믹스,51.31905,11.0,False,엔믹스,2024-01-28,51.31905
3909,2024-01-28,126,Sonar (Breaker),엔믹스,JYP Entertainment,4523590.0,가요 / 댄스,2:53,엔믹스,51.31905,11.0,False,엔믹스,2024-01-28,51.31905
3860,2024-01-28,79,Chill Kill,레드벨벳(Red Velvet),SM Entertainment,2357070.0,가요 / 댄스,3:35,레드벨벳,12.84882,21.0,False,레드벨벳,2024-01-28,12.84882
3861,2024-01-28,80,건물 사이에 피어난 장미 (Rose Blossom),하이키,GLG,0.0,가요 / 댄스,3:16,하이키,32.00416,0.0,False,하이키,2024-01-28,32.00416
3866,2024-01-28,85,봄날,방탄소년단,BIGHIT MUSIC,3506035.0,가요 / 댄스,4:34,방탄소년단,52.48643,8.0,False,방탄소년단,2024-01-28,52.48643
3868,2024-01-28,87,Dynamite,방탄소년단,BIGHIT MUSIC,3506035.0,가요 / 댄스,3:19,방탄소년단,52.48643,8.0,False,방탄소년단,2024-01-28,52.48643
3876,2024-01-28,95,Butter,방탄소년단,BIGHIT MUSIC,3506035.0,가요 / 댄스,2:44,방탄소년단,52.48643,8.0,False,방탄소년단,2024-01-28,52.48643
3871,2024-01-28,90,숲,최유리,쇼파르엔터테인먼트,2165847.0,가요 / 인디,3:48,최유리,56.49322,38.0,False,최유리,2024-01-28,56.49322
3897,2024-01-28,115,"밤, 바다",최유리,도너츠컬쳐,2165847.0,가요 / 발라드,4:15,최유리,56.49322,38.0,False,최유리,2024-01-28,56.49322
3973,2024-01-28,185,"잘 지내자, 우리",최유리,쇼파르엔터테인먼트,2165847.0,가요 / 인디,4:16,최유리,56.49322,38.0,False,최유리,2024-01-28,56.49322
3872,2024-01-28,91,I Love My Body,화사(Hwa Sa),피네이션,0.0,가요 / 댄스,2:30,화사,14.60156,16.0,False,화사,2024-01-28,14.60156
3874,2024-01-28,93,새벽 통화,적재,리본 프로젝트,0.0,가요 / 발라드,3:04,적재,84.44567,31.0,False,적재,2024-01-28,84.44567
3877,2024-01-28,96,널 미워하기로 했어,이예준,에이치엔에스에이치큐,0.0,가요 / 발라드,4:17,이예준,34.02903,0.0,False,이예준,2024-01-28,34.02903
3884,2024-01-28,102,Bad News,KISS OF LIFE,S2 ENTERTAINMENT INC.,2683944.0,가요 / 댄스,2:40,키스 오브 라이프,34.31924,7.0,False,키스 오브 라이프,2024-01-28,34.31924
3898,2024-01-28,116,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.,2683944.0,가요 / R&B/소울,3:00,키스 오브 라이프,34.31924,7.0,False,키스 오브 라이프,2024-01-28,34.31924
3913,2024-01-28,130,Nobody Knows,KISS OF LIFE,S2 ENTERTAINMENT INC.,2683944.0,가요 / R&B/소울,3:16,키스 오브 라이프,34.31924,7.0,False,키스 오브 라이프,2024-01-28,34.31924
3890,2024-01-28,108,NO MORE (MA BOY),씨스타19,클렙,0.0,가요 / 댄스,2:45,씨스타19,29.01663,5.0,False,씨스타19,2024-01-28,29.01663
3891,2024-01-28,109,Summer (Feat. 비오 (비오)),폴 블랑코,Ambition Musik,1687680.0,가요 / 랩/힙합,3:20,폴 블랑코,26.86785,0.0,False,폴 블랑코,2024-01-28,26.86785
3895,2024-01-28,113,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스",0.0,OST / 드라마,3:50,에일리,6.84464,46.0,False,에일리,2024-01-28,6.84464
3896,2024-01-28,114,Snowman,Sia,"Monkey Puzzle, Atlantic",0.0,POP / 팝,2:46,시아,62.16603,47.0,False,시아,2024-01-28,62.16603
3904,2024-01-28,122,"이쁜 여자가 좋더라 (Feat. Gist, Jayci yucca)",릴러말즈 (Leellamarz),Ambition Musik,4196134.0,가요 / 랩/힙합,2:26,릴러말즈,25.61468,30.0,False,릴러말즈,2024-01-28,25.61468
3945,2024-01-28,158,거리에서 (Feat. ASH ISLAND),릴러말즈 (Leellamarz),Ambition Musik,4196134.0,가요 / 랩/힙합,3:29,릴러말즈,25.61468,30.0,False,릴러말즈,2024-01-28,25.61468
3960,2024-01-28,173,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD,4196134.0,가요 / 랩/힙합,3:53,릴러말즈,25.61468,30.0,False,릴러말즈,2024-01-28,25.61468
3906,2024-01-28,124,꽃,지수 (JISOO),YG Entertainment,0.0,가요 / 댄스,2:53,지수,25.09007,54.0,False,지수,2024-01-28,25.09007
3907,2024-01-28,124,꽃,지수 (JISOO),YG Entertainment,0.0,가요 / 댄스,2:53,지수,25.09007,7.0,False,지수,2024-01-28,25.09007
3910,2024-01-28,127,Monologue,테이 (Tei),방구석 캐스팅,0.0,가요 / 발라드,4:22,테이,76.0873,11.0,False,테이,2024-01-28,76.0873
3911,2024-01-28,128,Off My Face,Justin Bieber,RBMG/Def Jam,2018567.0,POP / 팝,2:37,저스틴 비버,52.48797,9.0,False,저스틴 비버,2024-01-28,52.48797
3954,2024-01-28,167,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc",2018567.0,POP / 팝,3:54,저스틴 비버,52.48797,9.0,False,저스틴 비버,2024-01-28,52.48797
3914,2024-01-28,131,그리워하다,비투비 (BTOB),큐브엔터테인먼트,1482052.0,가요 / 발라드,3:57,비투비,30.8022,59.0,False,비투비,2024-01-28,30.8022
3919,2024-01-28,135,Candy,NCT DREAM,SM Entertainment,1536079.0,가요 / 댄스,3:37,엔시티 드림,36.78994,2.0,False,엔시티 드림,2024-01-28,36.78994
3920,2024-01-28,136,Cruel Summer,Taylor Swift,테일러 스위프트,1570044.0,POP / 팝,2:59,테일러 스위프트,33.85175,75.0,False,테일러 스위프트,2024-01-28,33.85175
3922,2024-01-28,138,밤하늘의 별을(2020),경서,꿈의엔진,1242711.0,가요 / 인디,3:37,경서,20.40797,15.0,False,경서,2024-01-28,20.40797
3929,2024-01-28,143,나의 X에게,경서,꿈의엔진,1242711.0,가요 / 인디,3:08,경서,20.40797,15.0,False,경서,2024-01-28,20.40797
3923,2024-01-28,139,그라데이션,10cm,매직스트로베리사운드,3046160.0,가요 / 인디,3:21,10cm,31.72604,0.0,False,10cm,2024-01-28,31.72604
3924,2024-01-28,140,UNTOUCHABLE,ITZY (있지),JYP Entertainment,2796688.0,가요 / 댄스,3:14,있지,39.79619,18.0,False,있지,2024-01-28,39.79619
3927,2024-01-28,142,기억해줘요 내 모든 날과 그때를,거미,Beyond Music,0.0,OST / 드라마,3:49,거미,35.70423,28.0,False,거미,2024-01-28,35.70423
3928,2024-01-28,142,기억해줘요 내 모든 날과 그때를,거미,Beyond Music,0.0,OST / 드라마,3:49,거미,35.70423,1.0,False,거미,2024-01-28,35.70423
3932,2024-01-28,146,그중에 그대를 만나,김호중,캔버스뮤직,0.0,OST / 드라마,4:19,김호중,4.30163,1.0,False,김호중,2024-01-28,4.30163
3933,2024-01-28,147,DIE 4 YOU,DEAN,Joombas Co Ltd & Universal Music,0.0,가요 / R&B/소울,3:14,딘,7.07252,10.0,False,딘,2024-01-28,7.07252
3934,2024-01-28,148,첫사랑,백아,Baek A,0.0,가요 / 블루스/포크,3:09,백아,39.73063,29.0,False,백아,2024-01-28,39.73063
3935,2024-01-28,149,yours,데이먼스 이어 (Damons Year),Akashic Records,0.0,가요 / 인디,2:45,데이먼스 이어,47.61756,62.0,False,데이먼스 이어,2024-01-28,47.61756
3936,2024-01-28,150,2002,Anne-Marie,Atlantic Records UK,0.0,POP / 팝,3:07,앤 마리,47.75736,0.0,False,앤 마리,2024-01-28,47.75736
3938,2024-01-28,152,I`m Not The Only One,Sam Smith,Capitol Records,0.0,POP / 팝,3:59,샘 스미스,3.15842,14.0,False,샘 스미스,2024-01-28,3.15842
3939,2024-01-28,152,I`m Not The Only One,Sam Smith,Capitol Records,0.0,POP / 팝,3:59,샘 스미스,3.15842,50.0,False,샘 스미스,2024-01-28,3.15842
3940,2024-01-28,153,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC,2600251.0,가요 / 인디,3:09,서동현,13.08194,11.0,False,서동현,2024-01-28,13.08194
3941,2024-01-28,154,내가 아니라도,주호,IN A MILLION,0.0,가요 / 발라드,4:08,주호,11.40133,5.0,False,주호,2024-01-28,11.40133
3943,2024-01-28,156,Shape of You,Ed Sheeran,Atlantic Records UK,1646016.0,POP / 팝,3:54,에드 시런,48.2357,66.0,False,에드 시런,2024-01-28,48.2357
3944,2024-01-28,157,어디에도,엠씨더맥스 (M.C The Max),뮤직앤뉴,2131549.0,가요 / 발라드,5:31,엠씨더맥스,49.94722,1.0,True,엠씨더맥스,2024-01-28,49.94722
3947,2024-01-28,160,사실말야내가말야그게그러니까말이야,케이시 (Kassy),넥스타엔터테인먼트,0.0,가요 / 발라드,2:55,케이시,18.17842,22.0,False,케이시,2024-01-28,18.17842
3949,2024-01-28,162,응급실,이지 (izi),엠디엠이엔티,0.0,OST / 드라마,3:45,이지,45.1232,88.0,False,이지,2024-01-28,45.1232
3951,2024-01-28,164,Baggy Jeans,NCT U,SM Entertainment,0.0,가요 / 댄스,3:31,엔시티 유,25.97402,0.0,False,엔시티 유,2024-01-28,25.97402
3952,2024-01-28,165,BETELGEUSE,Yuuri,Sony Music Labels Inc.,1262442.0,J-POP / 락,3:50,유우리,23.94394,1.0,False,유우리,2024-01-28,23.94394
3953,2024-01-28,166,Merry PLLIstmas,PLAVE,VLAST,0.0,가요 / R&B/소울,4:00,플레이브,20.17736,0.0,False,플레이브,2024-01-28,20.17736
3978,2024-01-28,190,여섯 번째 여름,PLAVE,VLAST,0.0,가요 / 락,3:43,플레이브,20.17736,0.0,False,플레이브,2024-01-28,20.17736
3958,2024-01-28,171,머물러주오 (Prod. 안신애 & Philtre),소수빈,"SLL, 뮤직팜",1637746.0,가요 / R&B/소울,4:10,소수빈,14.80243,3.0,False,소수빈,2024-01-28,14.80243
3959,2024-01-28,172,I Love You (Prod. 김도훈),홍이삭,"SLL, 뮤직팜",0.0,가요 / 발라드,3:17,홍이삭,15.38747,9.0,False,홍이삭,2024-01-28,15.38747
3962,2024-01-28,175,Fact Check (불가사의; 不可思議),NCT 127,SM Entertainment,1489661.0,가요 / 댄스,3:05,엔시티 127,41.94311,9.0,False,엔시티 127,2024-01-28,41.94311
3963,2024-01-28,176,Bye bye my blue,백예린,JYP Entertainment,1871604.0,가요 / R&B/소울,3:24,백예린,52.63469,19.0,False,백예린,2024-01-28,52.63469
3964,2024-01-28,177,안 아름답고도 안 아프구나,원슈타인 (Wonstein),STANDARD FRIENDS,0.0,가요 / R&B/소울,2:45,원슈타인,72.98183,6.0,False,원슈타인,2024-01-28,72.98183
3967,2024-01-28,180,다시 사랑한다면 (니글니글 버터플라이),김필,MBC,0.0,가요 / 발라드,4:02,김필,44.64033,3.0,True,김필,2024-01-28,44.64033
3969,2024-01-28,182,사랑했나봐,YB (윤도현 밴드),와이더댄,0.0,가요 / 락,3:52,윤도현 밴드,57.92272,20.0,False,윤도현 밴드,2024-01-28,57.92272
3970,2024-01-28,182,사랑했나봐,YB (윤도현 밴드),와이더댄,0.0,가요 / 락,3:52,윤도현 밴드,57.92272,0.0,False,윤도현 밴드,2024-01-28,57.92272
3972,2024-01-28,184,너였다면,정승환,Stone Music Entertainment,0.0,OST / 드라마,4:33,정승환,70.06861,9.0,False,정승환,2024-01-28,70.06861
3975,2024-01-28,187,입술 (Feat. 10CM),헤이즈 (Heize),피네이션,2629229.0,가요 / 발라드,3:21,헤이즈,12.65082,4.0,False,헤이즈,2024-01-28,12.65082
3976,2024-01-28,188,Shut Down,블랙핑크,YG Entertainment,2712739.0,가요 / 랩/힙합,2:56,블랙핑크,11.38693,5.0,False,블랙핑크,2024-01-28,11.38693
3981,2024-01-28,193,마지막처럼,블랙핑크,YG Entertainment,2712739.0,가요 / 댄스,3:33,블랙핑크,11.38693,5.0,False,블랙핑크,2024-01-28,11.38693
3980,2024-01-28,192,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),MAKTUB Company,0.0,가요 / 인디,4:26,마크툽,28.46384,9.0,False,마크툽,2024-01-28,28.46384
3982,2024-01-28,194,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트,0.0,가요 / 발라드,3:36,노을,17.96829,8.0,False,노을,2024-01-28,17.96829
3983,2024-01-28,194,늦은 밤 너의 집 앞 골목길에서,노을,씨제스엔터테인먼트,0.0,가요 / 발라드,3:36,노을,17.96829,0.0,False,노을,2024-01-28,17.96829
3984,2024-01-28,195,Cupid,FIFTY FIFTY,ATTRAKT,0.0,가요 / 댄스,2:54,피프티 피프티,4.18491,1.0,False,피프티 피프티,2024-01-28,4.18491
3987,2024-01-28,198,I Love You,포지션,신나라뮤직,0.0,가요 / 발라드,5:30,포지션,92.00626,67.0,True,포지션,2024-01-28,92.00626
3988,2024-01-28,198,I Love You,포지션,신나라뮤직,0.0,가요 / 발라드,5:30,포지션,92.00626,3.0,True,포지션,2024-01-28,92.00626
3989,2024-01-28,199,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),SM Entertainment,2201306.0,가요 / 발라드,4:43,규현,11.76937,5.0,False,규현,2024-01-28,11.76937
3990,2024-01-28,200,FWB,창모 (CHANGMO),Ambition Musik,2123831.0,가요 / 랩/힙합,3:37,창모,98.72451,34.0,False,창모,2024-01-28,98.72451
3991,2024-02-04,1,Love wins all,아이유 (IU),EDAM엔터테인먼트,10036194.0,가요 / 발라드,4:31,아이유,45.93895,58.0,False,아이유,2024-02-04,45.93895
4094,2024-02-04,100,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M",10036194.0,가요 / 발라드,4:13,아이유,45.93895,58.0,False,아이유,2024-02-04,45.93895
4156,2024-02-04,157,Blueming,아이유 (IU),Kakao Entertainment,10036194.0,가요 / 락,3:37,아이유,45.93895,58.0,False,아이유,2024-02-04,45.93895
4163,2024-02-04,164,Celebrity,아이유 (IU),EDAM엔터테인먼트,10036194.0,가요 / 댄스,3:16,아이유,45.93895,58.0,False,아이유,2024-02-04,45.93895
4197,2024-02-04,196,내 손을 잡아,아이유 (IU),더그루브엔터테인먼트,10036194.0,OST / 드라마,3:15,아이유,45.93895,58.0,False,아이유,2024-02-04,45.93895
3992,2024-02-04,2,To. X,태연 (TAEYEON),SM Entertainment,6605556.0,가요 / R&B/소울,2:50,태연,49.73506,50.0,False,태연,2024-02-04,49.73506
4010,2024-02-04,20,꿈,태연 (TAEYEON),모스트콘텐츠,6605556.0,OST / 드라마,3:59,태연,49.73506,50.0,False,태연,2024-02-04,49.73506
4185,2024-02-04,185,INVU,태연 (TAEYEON),SM Entertainment,6605556.0,가요 / 댄스,3:25,태연,49.73506,50.0,False,태연,2024-02-04,49.73506
3993,2024-02-04,3,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION",2052585.0,가요 / 발라드,3:55,임재현,64.38749,4.0,True,임재현,2024-02-04,64.38749
3994,2024-02-04,4,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직,5022792.0,가요 / 댄스,2:39,르세라핌,14.77317,23.0,False,르세라핌,2024-02-04,14.77317
4031,2024-02-04,41,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직,5022792.0,가요 / 댄스,3:06,르세라핌,14.77317,23.0,False,르세라핌,2024-02-04,14.77317
4058,2024-02-04,65,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직,5022792.0,가요 / 댄스,3:02,르세라핌,14.77317,23.0,False,르세라핌,2024-02-04,14.77317
4098,2024-02-04,104,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직,5022792.0,가요 / 댄스,3:04,르세라핌,14.77317,23.0,False,르세라핌,2024-02-04,14.77317
3995,2024-02-04,5,Love 119,라이즈,SM Entertainment,3280571.0,가요 / 댄스,2:54,라이즈,32.73947,59.0,False,라이즈,2024-02-04,32.73947
4006,2024-02-04,16,Get A Guitar,라이즈,SM Entertainment,3280571.0,가요 / 댄스,2:40,라이즈,32.73947,59.0,False,라이즈,2024-02-04,32.73947
4063,2024-02-04,70,Talk Saxy,라이즈,SM Entertainment,3280571.0,가요 / 댄스,3:11,라이즈,32.73947,59.0,False,라이즈,2024-02-04,32.73947
4117,2024-02-04,122,Memories,라이즈,SM Entertainment,3280571.0,가요 / 댄스,2:58,라이즈,32.73947,59.0,False,라이즈,2024-02-04,32.73947
3996,2024-02-04,6,에피소드,이무진,BIGPLANETMADE,2617561.0,가요 / 락,3:25,이무진,49.62633,43.0,False,이무진,2024-02-04,49.62633
4072,2024-02-04,79,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이,2617561.0,가요 / 발라드,3:52,이무진,49.62633,43.0,False,이무진,2024-02-04,49.62633
4170,2024-02-04,171,잠깐 시간 될까,이무진,"BIGPLANETMADE, SWING ENTERTAINMENT",2617561.0,가요 / 락,3:48,이무진,49.62633,43.0,False,이무진,2024-02-04,49.62633
4193,2024-02-04,192,신호등,이무진,쇼플레이,2617561.0,가요 / 락,3:52,이무진,49.62633,43.0,False,이무진,2024-02-04,49.62633
3997,2024-02-04,7,Drama,에스파,SM Entertainment,5857435.0,가요 / 댄스,3:35,에스파,26.11359,10.0,False,에스파,2024-02-04,26.11359
4029,2024-02-04,39,Spicy,에스파,SM Entertainment,5857435.0,가요 / 댄스,3:17,에스파,26.11359,10.0,False,에스파,2024-02-04,26.11359
4140,2024-02-04,143,Next Level,에스파,SM Entertainment,5857435.0,가요 / 댄스,3:42,에스파,26.11359,10.0,False,에스파,2024-02-04,26.11359
3998,2024-02-04,8,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO,1948536.0,가요 / 발라드,4:11,너드커넥션,52.56344,93.0,False,너드커넥션,2024-02-04,52.56344
4097,2024-02-04,103,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records,1948536.0,가요 / 인디,4:26,너드커넥션,52.56344,93.0,False,너드커넥션,2024-02-04,52.56344
3999,2024-02-04,9,헤어지자 말해요,박재정,로맨틱팩토리,0.0,가요 / 발라드,4:04,박재정,31.72558,13.0,True,박재정,2024-02-04,31.72558
4000,2024-02-04,10,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스,1937874.0,가요 / 전체,2:32,투어스,76.99204,98.0,False,투어스,2024-02-04,76.99204
4001,2024-02-04,11,Wife,(여자)아이들,큐브엔터테인먼트,9301424.0,가요 / 댄스,2:01,여자 아이들,70.64004,9.0,False,여자 아이들,2024-02-04,70.64004
