,artist,week,ratio,Artist,New_Artist
2431,정승환,2023-10-15,76.73721,정승환,정승환
2432,정승환,2023-10-22,68.66724,정승환,정승환
2433,정승환,2023-11-05,100.0,정승환,정승환
2434,정승환,2023-11-12,91.98801,정승환,정승환
2435,정승환,2023-11-19,97.52585,정승환,정승환
2436,정승환,2023-11-26,81.65651,정승환,정승환
2437,정승환,2023-12-10,76.85319,정승환,정승환
2438,정승환,2023-12-17,76.52459,정승환,정승환
2439,정승환,2023-12-24,77.49106,정승환,정승환
2440,정승환,2023-12-31,73.15163,정승환,정승환
2441,정승환,2024-01-07,72.27215,정승환,정승환
2442,정승환,2024-01-14,79.90721,정승환,정승환
2443,정승환,2024-01-21,73.1613,정승환,정승환
2444,정승환,2024-01-28,70.06861,정승환,정승환
2445,정승환,2024-02-04,71.80825,정승환,정승환
2446,정승환,2024-02-11,60.82922,정승환,정승환
2447,정승환,2024-02-18,65.09133,정승환,정승환
2448,정한 X 원우,2024-06-16,100.0,정한 X 원우 (SEVENTEEN),정한 X 원우
2449,제니,2023-10-01,25.08561,제니 (JENNIE),제니
2450,제니,2023-10-08,17.23564,제니 (JENNIE),제니
2451,제니,2023-10-15,13.07736,제니 (JENNIE),제니
2452,제니,2023-10-22,15.19641,제니 (JENNIE),제니
2453,제니,2023-10-29,10.82601,제니 (JENNIE),제니
2454,제니,2023-11-05,11.60373,제니 (JENNIE),제니
2455,제니,2023-11-12,12.55521,제니 (JENNIE),제니
2456,제니,2023-11-19,12.36791,제니 (JENNIE),제니
2457,제니,2023-11-26,10.8813,제니 (JENNIE),제니
2458,제니,2023-12-03,17.70334,제니 (JENNIE),제니
2459,제니,2023-12-10,11.19075,제니 (JENNIE),제니
2460,제니,2023-12-17,20.77078,제니 (JENNIE),제니
2461,제니,2023-12-24,22.37643,제니 (JENNIE),제니
2462,제니,2023-12-31,35.79484,제니 (JENNIE),제니
2463,제니,2024-01-07,22.22269,제니 (JENNIE),제니
2464,제니,2024-01-14,21.3169,제니 (JENNIE),제니
2465,제니,2024-01-21,13.77412,제니 (JENNIE),제니
2466,제니,2024-01-28,12.73942,제니 (JENNIE),제니
2467,제니,2024-02-04,11.63871,제니 (JENNIE),제니
2468,제니,2024-02-11,10.29032,제니 (JENNIE),제니
2469,제니,2024-02-18,21.55273,제니 (JENNIE),제니
2470,제니,2024-02-25,35.5119,제니 (JENNIE),제니
2471,제니,2024-03-03,21.29997,제니 (JENNIE),제니
2472,제니,2024-03-10,15.10953,제니 (JENNIE),제니
2473,제니,2024-03-17,13.27567,제니 (JENNIE),제니
2474,제니,2024-03-24,11.72079,제니 (JENNIE),제니
2475,제니,2024-03-31,11.73236,제니 (JENNIE),제니
2476,제니,2024-04-07,9.62628,제니 (JENNIE),제니
2477,제니,2024-04-14,11.52249,제니 (JENNIE),제니
2478,제니,2024-04-21,16.61363,제니 (JENNIE),제니
2479,제니,2024-04-28,15.74649,제니 (JENNIE),제니
2480,제니,2024-05-05,17.99756,제니 (JENNIE),제니
2481,제니,2024-05-12,11.56536,제니 (JENNIE),제니
2482,제니,2024-05-19,9.15576,제니 (JENNIE),제니
2483,제니,2024-05-26,7.6054,제니 (JENNIE),제니
2484,제니,2024-06-02,7.42289,제니 (JENNIE),제니
2485,제니,2024-06-09,10.69032,제니 (JENNIE),제니
2486,제니,2024-06-16,10.538,제니 (JENNIE),제니
2487,제니,2024-06-23,9.09624,제니 (JENNIE),제니
2488,제니,2024-06-30,10.73715,제니 (JENNIE),제니
2489,제니,2024-07-07,100.0,제니 (JENNIE),제니
2490,제니,2024-07-14,11.40909,제니 (JENNIE),제니
2491,제니,2024-07-21,11.41557,제니 (JENNIE),제니
2492,제니,2024-07-28,8.46436,제니 (JENNIE),제니
2493,제니,2024-08-04,8.63672,제니 (JENNIE),제니
2494,제니,2024-08-11,7.64658,제니 (JENNIE),제니
2495,제니,2024-08-18,7.53346,제니 (JENNIE),제니
2496,제니,2024-08-25,8.04828,제니 (JENNIE),제니
2497,제니,2024-09-01,9.50047,제니 (JENNIE),제니
2498,제이세라,2023-09-24,50.83702,제이세라 (J-Cera),제이세라
2499,제이세라,2023-10-01,35.68439,제이세라 (J-Cera),제이세라
2500,제이세라,2023-10-08,37.1738,제이세라 (J-Cera),제이세라
2501,제이세라,2023-10-15,38.95864,제이세라 (J-Cera),제이세라
2502,제이세라,2023-10-22,37.8385,제이세라 (J-Cera),제이세라
2503,제이세라,2023-10-29,50.8124,제이세라 (J-Cera),제이세라
2504,제이세라,2023-11-05,41.69128,제이세라 (J-Cera),제이세라
2505,제이세라,2023-11-12,38.26932,제이세라 (J-Cera),제이세라
2506,제이세라,2023-11-19,30.77301,제이세라 (J-Cera),제이세라
2507,제이세라,2023-11-26,27.58493,제이세라 (J-Cera),제이세라
2508,조민규,2024-02-25,42.34572,조민규,조민규
2509,종호,2024-05-05,43.99323,종호(에이티즈),종호
2510,종호,2024-05-12,32.07638,종호(에이티즈),종호
2511,종호,2024-05-19,41.69688,종호(에이티즈),종호
2512,종호,2024-05-26,50.13294,종호(에이티즈),종호
2513,종호,2024-06-02,48.58593,종호(에이티즈),종호
2514,종호,2024-06-09,62.62992,종호(에이티즈),종호
2515,죠지,2023-09-24,38.24694,죠지,죠지
2516,죠지,2023-10-01,34.33786,죠지,죠지
2517,죠지,2023-10-08,31.41897,죠지,죠지
2518,죠지,2023-10-15,27.40657,죠지,죠지
2519,죠지,2023-10-22,29.39555,죠지,죠지
2520,죠지,2024-08-18,100.0,죠지,죠지
2521,주시크,2024-02-11,25.09316,주시크 (Joosiq),주시크
2522,주시크,2024-02-18,23.50586,주시크 (Joosiq),주시크
2523,주시크,2024-02-25,14.7412,주시크 (Joosiq),주시크
2524,주주 시크릿,2023-11-05,83.5765,주주 시크릿,주주 시크릿
2525,주주 시크릿,2023-12-03,97.61991,주주 시크릿,주주 시크릿
2526,주호,2023-09-24,10.8239,주호,주호
2527,주호,2023-10-01,13.10261,주호,주호
2528,주호,2023-10-08,12.98635,주호,주호
2529,주호,2023-10-15,10.56812,주호,주호
2530,주호,2023-10-22,10.34335,주호,주호
2531,주호,2023-10-29,9.20399,주호,주호
2532,주호,2023-11-05,9.37064,주호,주호
2533,주호,2023-11-12,9.18462,주호,주호
2534,주호,2023-11-19,9.12649,주호,주호
2535,주호,2023-11-26,10.71151,주호,주호
2536,주호,2023-12-03,11.11455,주호,주호
2537,주호,2023-12-10,9.28538,주호,주호
2538,주호,2023-12-17,8.36691,주호,주호
2539,주호,2023-12-24,7.64222,주호,주호
2540,주호,2023-12-31,9.45977,주호,주호
2541,주호,2024-01-07,17.43528,주호,주호
2542,주호,2024-01-14,12.74996,주호,주호
2543,주호,2024-01-21,11.50209,주호,주호
2544,주호,2024-01-28,11.40133,주호,주호
2545,주호,2024-02-04,9.97519,주호,주호
2546,주호,2024-02-11,100.0,주호,주호
2547,주호,2024-02-18,20.70996,주호,주호
2548,주호,2024-02-25,13.38939,주호,주호
2549,주호,2024-03-03,11.36645,주호,주호
2550,주호,2024-03-10,16.37343,주호,주호
2551,지민,2023-09-24,35.12834,지민,지민
2552,지민,2023-10-01,39.54919,지민,지민
2553,지민,2023-10-08,53.90158,지민,지민
2554,지민,2023-10-15,38.30038,지민,지민
2555,지민,2023-10-22,41.67243,지민,지민
2556,지민,2023-10-29,41.62115,지민,지민
2557,지민,2023-11-05,34.66933,지민,지민
2558,지민,2023-11-19,41.09803,지민,지민
2559,지민,2023-12-17,37.74392,지민,지민
2560,지민,2023-12-24,38.04138,지민,지민
2561,지민,2023-12-31,28.30474,지민,지민
2562,지민,2024-01-07,30.77929,지민,지민
2563,지민,2024-01-14,41.12624,지민,지민
2564,지민,2024-01-21,29.52278,지민,지민
2565,지민,2024-07-14,57.86342,지민,지민
2566,지민,2024-07-21,61.22009,지민,지민
2567,지민,2024-07-28,42.07503,지민,지민
2568,지민,2024-08-04,43.42128,지민,지민
2569,지민,2024-08-11,39.40815,지민,지민
2570,지민,2024-08-18,30.76646,지민,지민
2571,지민,2024-08-25,24.81729,지민,지민
2572,지민,2024-09-01,23.16588,지민,지민
2573,지수,2023-09-24,47.65091,지수 (JISOO),지수
2574,지수,2023-10-01,47.18695,지수 (JISOO),지수
2575,지수,2023-10-08,41.44281,지수 (JISOO),지수
2576,지수,2023-10-15,39.23589,지수 (JISOO),지수
2577,지수,2023-10-22,83.16584,지수 (JISOO),지수
2578,지수,2023-10-29,30.90606,지수 (JISOO),지수
2579,지수,2023-11-05,27.38629,지수 (JISOO),지수
2580,지수,2023-11-12,28.4764,지수 (JISOO),지수
2581,지수,2023-11-19,27.65009,지수 (JISOO),지수
2582,지수,2023-11-26,23.96608,지수 (JISOO),지수
2583,지수,2023-12-03,27.18305,지수 (JISOO),지수
2584,지수,2023-12-10,22.56495,지수 (JISOO),지수
2585,지수,2023-12-17,23.81929,지수 (JISOO),지수
2586,지수,2023-12-24,29.52648,지수 (JISOO),지수
2587,지수,2023-12-31,100.0,지수 (JISOO),지수
2588,지수,2024-01-07,49.3528,지수 (JISOO),지수
2589,지수,2024-01-14,41.63886,지수 (JISOO),지수
2590,지수,2024-01-21,33.86641,지수 (JISOO),지수
2591,지수,2024-01-28,25.09007,지수 (JISOO),지수
2592,지수,2024-02-04,26.2972,지수 (JISOO),지수
2593,지수,2024-02-11,22.61524,지수 (JISOO),지수
2594,지수,2024-02-18,29.82929,지수 (JISOO),지수
2595,지수,2024-02-25,33.54923,지수 (JISOO),지수
2596,지수,2024-03-03,20.62183,지수 (JISOO),지수
2597,지수,2024-03-10,19.73496,지수 (JISOO),지수
2598,지아,2023-09-24,45.81447,지아 (Zia),지아
2599,지아,2023-10-01,44.89209,지아 (Zia),지아
2600,지아,2023-10-08,46.70205,지아 (Zia),지아
2601,지아,2023-10-15,84.04107,지아 (Zia),지아
2602,지아,2023-10-22,100.0,지아 (Zia),지아
2603,지아,2023-10-29,87.43473,지아 (Zia),지아
2604,지아,2023-11-05,74.5388,지아 (Zia),지아
2605,지아,2023-11-12,64.34041,지아 (Zia),지아
2606,지아,2023-11-19,68.16045,지아 (Zia),지아
2607,지아,2023-11-26,63.67908,지아 (Zia),지아
2608,지아,2023-12-03,51.36616,지아 (Zia),지아
2609,지아,2023-12-10,65.61085,지아 (Zia),지아
2610,지아,2023-12-17,56.52627,지아 (Zia),지아
2611,지아,2023-12-24,70.91019,지아 (Zia),지아
2612,지아,2023-12-31,82.49216,지아 (Zia),지아
2613,지아,2024-01-07,61.09467,지아 (Zia),지아
2614,지아,2024-01-14,59.75461,지아 (Zia),지아
2615,지아,2024-01-21,53.04559,지아 (Zia),지아
2616,지아,2024-01-28,67.3947,지아 (Zia),지아
2617,지아,2024-02-04,68.68256,지아 (Zia),지아
2618,지아,2024-02-11,53.35885,지아 (Zia),지아
2619,지아,2024-02-18,60.32892,지아 (Zia),지아
2620,지아,2024-02-25,78.21963,지아 (Zia),지아
2621,지아,2024-03-03,77.37556,지아 (Zia),지아
2622,지아,2024-03-10,55.134,지아 (Zia),지아
2623,지아,2024-03-17,74.81726,지아 (Zia),지아
2624,지아,2024-03-24,53.01079,지아 (Zia),지아
2625,지아,2024-03-31,42.80368,지아 (Zia),지아
2626,지아,2024-04-07,41.89871,지아 (Zia),지아
2627,지아,2024-04-14,39.70588,지아 (Zia),지아
2628,지아,2024-04-21,38.24399,지아 (Zia),지아
2629,지아,2024-04-28,51.39227,지아 (Zia),지아
2630,지아,2024-05-05,47.75495,지아 (Zia),지아
2631,지아,2024-05-12,40.3237,지아 (Zia),지아
2632,지아,2024-05-19,40.15837,지아 (Zia),지아
2633,지아,2024-05-26,37.67838,지아 (Zia),지아
2634,지아,2024-06-02,35.29411,지아 (Zia),지아
2635,지아,2024-06-09,37.39122,지아 (Zia),지아
2636,지아,2024-06-16,43.48242,지아 (Zia),지아
2637,지아,2024-06-23,42.61225,지아 (Zia),지아
2638,지아,2024-06-30,33.81482,지아 (Zia),지아
2639,지아,2024-07-07,34.04107,지아 (Zia),지아
2640,지아,2024-07-14,34.47615,지아 (Zia),지아
2641,지아,2024-07-21,35.18969,지아 (Zia),지아
2642,지아,2024-07-28,32.6575,지아 (Zia),지아
2643,지아,2024-08-04,34.83292,지아 (Zia),지아
2644,지아,2024-08-11,36.89523,지아 (Zia),지아
2645,지아,2024-08-18,36.90393,지아 (Zia),지아
2646,지아,2024-08-25,36.99095,지아 (Zia),지아
2647,지아,2024-09-01,34.82422,지아 (Zia),지아
2648,지코,2023-09-24,1.87275,지코 (ZICO),지코
2649,지코,2023-10-01,1.856,지코 (ZICO),지코
2650,지코,2023-10-08,2.20759,지코 (ZICO),지코
2651,지코,2023-10-15,1.9186,지코 (ZICO),지코
2652,지코,2023-10-22,2.15578,지코 (ZICO),지코
2653,지코,2024-04-21,20.92394,지코 (ZICO),지코
2654,지코,2024-04-28,18.90482,지코 (ZICO),지코
2655,지코,2024-05-05,11.26146,지코 (ZICO),지코
2656,지코,2024-05-12,8.90839,지코 (ZICO),지코
2657,지코,2024-05-19,11.55794,지코 (ZICO),지코
2658,지코,2024-05-26,10.2184,지코 (ZICO),지코
2659,지코,2024-06-02,5.92886,지코 (ZICO),지코
2660,지코,2024-06-09,5.85568,지코 (ZICO),지코
2661,지코,2024-06-16,7.41411,지코 (ZICO),지코
2662,지코,2024-06-23,100.0,지코 (ZICO),지코
2663,지코,2024-06-30,11.6492,지코 (ZICO),지코
2664,지코,2024-07-07,5.7038,지코 (ZICO),지코
2665,지코,2024-07-14,8.37782,지코 (ZICO),지코
2666,지코,2024-07-21,4.96492,지코 (ZICO),지코
2667,지코,2024-07-28,3.06637,지코 (ZICO),지코
2668,지코,2024-08-04,2.93875,지코 (ZICO),지코
2669,지코,2024-08-11,3.21054,지코 (ZICO),지코
2670,지코,2024-08-18,3.20172,지코 (ZICO),지코
2671,지코,2024-08-25,2.81795,지코 (ZICO),지코
2672,지코,2024-09-01,4.78748,지코 (ZICO),지코
2673,창모,2024-01-28,98.72451,창모 (CHANGMO),창모
2674,청하,2024-03-10,100.0,청하,청하
2675,청하,2024-03-17,63.88469,청하,청하
2676,최유리,2023-10-01,77.11066,최유리,최유리
2677,최유리,2023-10-08,51.96028,최유리,최유리
2678,최유리,2023-10-15,87.28893,최유리,최유리
2679,최유리,2023-10-22,92.0284,최유리,최유리
2680,최유리,2023-10-29,100.0,최유리,최유리
2681,최유리,2023-11-05,93.93434,최유리,최유리
2682,최유리,2023-11-12,78.71584,최유리,최유리
2683,최유리,2023-11-19,95.5504,최유리,최유리
2684,최유리,2023-11-26,91.47039,최유리,최유리
2685,최유리,2023-12-03,59.06949,최유리,최유리
2686,최유리,2023-12-10,54.33002,최유리,최유리
2687,최유리,2023-12-17,54.3119,최유리,최유리
2688,최유리,2023-12-24,53.51837,최유리,최유리
2689,최유리,2023-12-31,54.93151,최유리,최유리
2690,최유리,2024-01-07,56.48597,최유리,최유리
2691,최유리,2024-01-14,74.6757,최유리,최유리
2692,최유리,2024-01-21,61.98637,최유리,최유리
2693,최유리,2024-01-28,56.49322,최유리,최유리
2694,최유리,2024-02-04,64.18581,최유리,최유리
2695,최유리,2024-02-11,64.07348,최유리,최유리
2696,최유리,2024-02-18,74.99818,최유리,최유리
2697,최유리,2024-02-25,88.95934,최유리,최유리
2698,최유리,2024-03-03,59.4101,최유리,최유리
2699,최유리,2024-03-10,50.37683,최유리,최유리
2700,최유리,2024-03-17,52.57989,최유리,최유리
2701,최유리,2024-03-24,54.06188,최유리,최유리
2702,최유리,2024-03-31,53.41691,최유리,최유리
2703,최유리,2024-04-07,64.68222,최유리,최유리
2704,최유리,2024-04-14,60.64207,최유리,최유리
2705,최유리,2024-04-21,56.60917,최유리,최유리
2706,최유리,2024-04-28,59.55866,최유리,최유리
2707,최유리,2024-05-05,74.86049,최유리,최유리
2708,최유리,2024-05-12,84.91919,최유리,최유리
2709,최유리,2024-05-19,86.7128,최유리,최유리
2710,최유리,2024-05-26,62.67483,최유리,최유리
2711,최유리,2024-06-02,72.01246,최유리,최유리
2712,최유리,2024-06-09,41.71316,최유리,최유리
2713,최유리,2024-06-16,61.59141,최유리,최유리
2714,최유리,2024-06-23,46.62294,최유리,최유리
2715,최유리,2024-06-30,44.94166,최유리,최유리
2716,최유리,2024-07-07,59.54779,최유리,최유리
2717,최유리,2024-07-14,47.56866,최유리,최유리
2718,최유리,2024-07-21,36.68019,최유리,최유리
2719,최유리,2024-07-28,33.53141,최유리,최유리
2720,최유리,2024-08-04,37.35415,최유리,최유리
2721,최유리,2024-08-11,38.85788,최유리,최유리
2722,최유리,2024-08-18,44.72063,최유리,최유리
2723,최유리,2024-08-25,41.00659,최유리,최유리
2724,최유리,2024-09-01,46.35118,최유리,최유리
2725,츄,2023-12-31,23.01177,츄(Chuu),츄
2726,츄,2024-01-07,18.52473,츄(Chuu),츄
2727,케이시,2023-09-24,34.21674,케이시 (Kassy),케이시
2728,케이시,2023-10-01,52.23756,케이시 (Kassy),케이시
2729,케이시,2023-10-08,50.01866,케이시 (Kassy),케이시
2730,케이시,2023-10-15,38.65455,케이시 (Kassy),케이시
2731,케이시,2023-10-22,100.0,케이시 (Kassy),케이시
2732,케이시,2023-10-29,43.5237,케이시 (Kassy),케이시
2733,케이시,2023-11-05,32.98079,케이시 (Kassy),케이시
2734,케이시,2023-11-12,28.5181,케이시 (Kassy),케이시
2735,케이시,2023-11-19,26.02546,케이시 (Kassy),케이시
2736,케이시,2023-11-26,21.35954,케이시 (Kassy),케이시
2737,케이시,2023-12-03,21.18949,케이시 (Kassy),케이시
2738,케이시,2023-12-10,23.25909,케이시 (Kassy),케이시
2739,케이시,2023-12-17,22.44618,케이시 (Kassy),케이시
2740,케이시,2023-12-24,18.81298,케이시 (Kassy),케이시
2741,케이시,2023-12-31,20.06967,케이시 (Kassy),케이시
2742,케이시,2024-01-07,18.19501,케이시 (Kassy),케이시
2743,케이시,2024-01-14,19.55124,케이시 (Kassy),케이시
2744,케이시,2024-01-21,17.14984,케이시 (Kassy),케이시
2745,케이시,2024-01-28,18.17842,케이시 (Kassy),케이시
2746,케이시,2024-02-04,20.01161,케이시 (Kassy),케이시
2747,케이시,2024-02-11,21.4342,케이시 (Kassy),케이시
2748,케이시,2024-02-18,32.75683,케이시 (Kassy),케이시
2749,케이시,2024-02-25,37.12828,케이시 (Kassy),케이시
2750,케이시,2024-03-03,63.04176,케이시 (Kassy),케이시
2751,케이시,2024-03-10,34.51951,케이시 (Kassy),케이시
2752,케이시,2024-03-17,28.1075,케이시 (Kassy),케이시
2753,케이시,2024-04-21,35.17066,케이시 (Kassy),케이시
2754,케이윌,2024-03-31,30.97942,케이윌 (K.Will),케이윌
2755,케이윌,2024-04-07,30.74584,케이윌 (K.Will),케이윌
2756,케이윌,2024-06-16,100.0,케이윌 (K.Will),케이윌
2757,케이윌,2024-06-23,82.95843,케이윌 (K.Will),케이윌
2758,쿠기,2023-10-08,100.0,쿠기 (Coogie),쿠기
2759,쿠기,2023-10-15,47.59768,쿠기 (Coogie),쿠기
2760,쿠기,2023-10-22,44.73227,쿠기 (Coogie),쿠기
2761,쿠기,2023-10-29,35.65846,쿠기 (Coogie),쿠기
2762,쿠기,2023-11-05,33.24167,쿠기 (Coogie),쿠기
2763,쿠기,2023-11-12,41.63531,쿠기 (Coogie),쿠기
2764,쿠기,2023-11-19,57.19247,쿠기 (Coogie),쿠기
2765,쿠기,2023-11-26,40.73806,쿠기 (Coogie),쿠기
2766,쿠기,2023-12-03,34.1534,쿠기 (Coogie),쿠기
2767,쿠기,2023-12-10,26.63531,쿠기 (Coogie),쿠기
2768,크러쉬,2023-09-24,13.42077,크러쉬 (CRUSH),크러쉬
2769,크러쉬,2023-10-01,10.31765,크러쉬 (CRUSH),크러쉬
2770,크러쉬,2023-10-08,11.89344,크러쉬 (CRUSH),크러쉬
2771,크러쉬,2023-10-15,18.78751,크러쉬 (CRUSH),크러쉬
2772,크러쉬,2023-10-22,35.20197,크러쉬 (CRUSH),크러쉬
2773,크러쉬,2023-10-29,17.58848,크러쉬 (CRUSH),크러쉬
2774,크러쉬,2023-11-05,21.92346,크러쉬 (CRUSH),크러쉬
2775,크러쉬,2023-11-12,100.0,크러쉬 (CRUSH),크러쉬
2776,크러쉬,2023-11-19,53.07184,크러쉬 (CRUSH),크러쉬
2777,크러쉬,2023-11-26,31.85967,크러쉬 (CRUSH),크러쉬
2778,크러쉬,2023-12-03,28.19222,크러쉬 (CRUSH),크러쉬
2779,크러쉬,2023-12-10,22.11261,크러쉬 (CRUSH),크러쉬
2780,크러쉬,2023-12-17,27.32459,크러쉬 (CRUSH),크러쉬
2781,크러쉬,2023-12-24,25.16414,크러쉬 (CRUSH),크러쉬
2782,크러쉬,2023-12-31,17.36962,크러쉬 (CRUSH),크러쉬
2783,크러쉬,2024-03-24,16.98192,크러쉬 (CRUSH),크러쉬
2784,크러쉬,2024-03-31,15.33579,크러쉬 (CRUSH),크러쉬
2785,크러쉬,2024-04-07,18.39513,크러쉬 (CRUSH),크러쉬
2786,크러쉬,2024-04-14,28.88475,크러쉬 (CRUSH),크러쉬
2787,크러쉬,2024-04-21,42.7448,크러쉬 (CRUSH),크러쉬
2788,크러쉬,2024-04-28,37.74699,크러쉬 (CRUSH),크러쉬
2789,크러쉬,2024-05-05,32.58191,크러쉬 (CRUSH),크러쉬
2790,크러쉬,2024-05-12,65.88294,크러쉬 (CRUSH),크러쉬
2791,크러쉬,2024-05-19,47.53783,크러쉬 (CRUSH),크러쉬
2792,크러쉬,2024-05-26,42.78076,크러쉬 (CRUSH),크러쉬
2793,크러쉬,2024-06-02,38.65839,크러쉬 (CRUSH),크러쉬
2794,크러쉬,2024-06-09,33.92008,크러쉬 (CRUSH),크러쉬
2795,크러쉬,2024-06-16,45.43678,크러쉬 (CRUSH),크러쉬
2796,크러쉬,2024-06-23,21.80777,크러쉬 (CRUSH),크러쉬
2797,크러쉬,2024-06-30,16.04083,크러쉬 (CRUSH),크러쉬
2798,크러쉬,2024-07-07,13.80377,크러쉬 (CRUSH),크러쉬
2799,크러쉬,2024-07-14,12.62193,크러쉬 (CRUSH),크러쉬
2800,크러쉬,2024-07-21,13.73968,크러쉬 (CRUSH),크러쉬
2801,크러쉬,2024-07-28,12.66101,크러쉬 (CRUSH),크러쉬
2802,크러쉬,2024-08-04,16.62081,크러쉬 (CRUSH),크러쉬
2803,크러쉬,2024-08-11,16.53795,크러쉬 (CRUSH),크러쉬
2804,크러쉬,2024-08-18,13.44734,크러쉬 (CRUSH),크러쉬
2805,크러쉬,2024-08-25,13.48017,크러쉬 (CRUSH),크러쉬
2806,크러쉬,2024-09-01,12.02788,크러쉬 (CRUSH),크러쉬
2807,탑현,2023-09-24,71.65895,탑현,탑현
2808,탑현,2023-10-01,58.5486,탑현,탑현
2809,탑현,2023-10-08,64.68568,탑현,탑현
2810,탑현,2023-10-15,58.42914,탑현,탑현
2811,탑현,2023-10-22,55.96535,탑현,탑현
2812,탑현,2023-10-29,92.30998,탑현,탑현
2813,탑현,2023-11-05,45.76676,탑현,탑현
2814,탑현,2023-11-12,47.66313,탑현,탑현
2815,탑현,2023-11-19,42.49664,탑현,탑현
2816,탑현,2023-11-26,60.77348,탑현,탑현
2817,탑현,2023-12-03,38.85321,탑현,탑현
2818,탑현,2023-12-10,36.13558,탑현,탑현
2819,탑현,2023-12-17,60.47483,탑현,탑현
2820,탑현,2023-12-24,56.93594,탑현,탑현
2821,탑현,2023-12-31,41.46632,탑현,탑현
2822,탑현,2024-01-07,43.07899,탑현,탑현
2823,탑현,2024-01-14,57.3839,탑현,탑현
2824,탑현,2024-01-21,58.39928,탑현,탑현
2825,탑현,2024-01-28,43.28803,탑현,탑현
2826,탑현,2024-02-04,38.76362,탑현,탑현
2827,탑현,2024-02-11,37.92743,탑현,탑현
2828,탑현,2024-02-18,33.46274,탑현,탑현
2829,탑현,2024-02-25,32.65641,탑현,탑현
2830,탑현,2024-03-03,29.59534,탑현,탑현
2831,탑현,2024-03-10,28.72928,탑현,탑현
2832,탑현,2024-03-17,43.94505,탑현,탑현
2833,탑현,2024-03-24,31.34239,탑현,탑현
2834,탑현,2024-03-31,30.56592,탑현,탑현
2835,탑현,2024-04-07,35.98626,탑현,탑현
2836,탑현,2024-04-14,35.50843,탑현,탑현
2837,탑현,2024-04-21,35.37404,탑현,탑현
2838,탑현,2024-04-28,30.95415,탑현,탑현
2839,탑현,2024-05-05,50.18665,탑현,탑현
2840,탑현,2024-05-12,46.12513,탑현,탑현
2841,탑현,2024-05-19,37.79304,탑현,탑현
2842,탑현,2024-05-26,38.89801,탑현,탑현
2843,탑현,2024-06-02,29.61027,탑현,탑현
2844,탑현,2024-06-09,29.95371,탑현,탑현
2845,탑현,2024-06-16,27.38539,탑현,탑현
2846,탑현,2024-07-14,70.56891,탑현,탑현
2847,탑현,2024-07-21,82.91772,탑현,탑현
2848,탑현,2024-07-28,47.79752,탑현,탑현
2849,탑현,2024-08-04,41.40659,탑현,탑현
2850,탑현,2024-08-11,36.34463,탑현,탑현
2851,탑현,2024-08-18,34.50798,탑현,탑현
2852,탑현,2024-08-25,41.43646,탑현,탑현
2853,태민,2023-10-29,92.86817,태민 (TAEMIN),태민
2854,태민,2024-08-18,76.03373,태민 (TAEMIN),태민
2855,태연,2023-09-24,48.22949,태연 (TAEYEON),태연
2856,태연,2023-10-01,67.22272,태연 (TAEYEON),태연
2857,태연,2023-10-15,47.41823,태연 (TAEYEON),태연
2858,태연,2023-11-26,100.0,태연 (TAEYEON),태연
2859,태연,2023-12-03,71.81436,태연 (TAEYEON),태연
2860,태연,2023-12-10,55.40836,태연 (TAEYEON),태연
2861,태연,2023-12-17,50.14617,태연 (TAEYEON),태연
2862,태연,2023-12-24,49.9799,태연 (TAEYEON),태연
2863,태연,2023-12-31,49.78622,태연 (TAEYEON),태연
2864,태연,2024-01-07,46.60515,태연 (TAEYEON),태연
2865,태연,2024-01-14,49.22711,태연 (TAEYEON),태연
2866,태연,2024-01-21,55.07399,태연 (TAEYEON),태연
2867,태연,2024-01-28,47.68134,태연 (TAEYEON),태연
2868,태연,2024-02-04,49.73506,태연 (TAEYEON),태연
2869,태연,2024-02-11,46.8646,태연 (TAEYEON),태연
2870,태연,2024-02-18,57.51507,태연 (TAEYEON),태연
2871,태연,2024-02-25,54.71587,태연 (TAEYEON),태연
2872,태연,2024-03-03,50.49333,태연 (TAEYEON),태연
2873,태연,2024-03-10,40.01461,태연 (TAEYEON),태연
2874,태연,2024-03-17,43.96674,태연 (TAEYEON),태연
2875,태연,2024-03-24,54.86205,태연 (TAEYEON),태연
2876,태연,2024-03-31,45.42481,태연 (TAEYEON),태연
2877,태연,2024-04-07,36.4133,태연 (TAEYEON),태연
2878,태연,2024-04-14,35.45587,태연 (TAEYEON),태연
2879,태연,2024-04-21,36.08624,태연 (TAEYEON),태연
2880,태연,2024-04-28,38.42682,태연 (TAEYEON),태연
2881,태연,2024-05-05,39.71131,태연 (TAEYEON),태연
2882,태연,2024-05-12,54.59163,태연 (TAEYEON),태연
2883,태연,2024-05-19,41.32285,태연 (TAEYEON),태연
2884,태연,2024-05-26,38.35556,태연 (TAEYEON),태연
2885,태연,2024-06-02,38.8361,태연 (TAEYEON),태연
2886,태연,2024-06-09,37.55344,태연 (TAEYEON),태연
2887,태연,2024-06-16,36.057,태연 (TAEYEON),태연
2888,태연,2024-06-23,43.16645,태연 (TAEYEON),태연
2889,태연,2024-06-30,45.38278,태연 (TAEYEON),태연
2890,태연,2024-07-07,54.40708,태연 (TAEYEON),태연
2891,태연,2024-07-14,56.35117,태연 (TAEYEON),태연
2892,태연,2024-07-21,44.19879,태연 (TAEYEON),태연
2893,태연,2024-07-28,36.53389,태연 (TAEYEON),태연
