date,Rank,Title,Artist,Production,Weekly Views,Genre,Runtime
2024-03-31,163,Square (2017),백예린,블루바이닐,2676761.0,가요 / 전체,04:22
2024-03-31,164,나의 X에게,경서,꿈의엔진,1925604.0,가요 / 인디,03:08
2024-03-31,165,Either Way,IVE (아이브),스타쉽엔터테인먼트,6477126.0,가요 / R&B/소울,02:47
2024-03-31,166,거리에서,성시경,제로원인터랙티브,3108390.0,가요 / 발라드,04:39
2024-03-31,167,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.,2425450.0,가요 / R&B/소울,03:00
2024-03-31,168,Off My Face,Justin Bieber,RBMG/Def Jam,2155355.0,POP / 팝,02:37
2024-03-31,169,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik,,가요 / 랩/힙합,03:20
2024-03-31,170,봄 내음보다 너를,김나영,네버랜드엔터테인먼트,1503414.0,가요 / 발라드,03:37
2024-03-31,171,2002,Anne-Marie,Atlantic Records UK,,POP / 팝,03:07
2024-03-31,172,Feel My Rhythm,레드벨벳(Red Velvet),SM Entertainment,2468627.0,가요 / 댄스,03:30
2024-03-31,173,Midnight Fiction,아일릿(ILLIT),빌리프랩,5405009.0,가요 / 댄스,02:48
2024-03-31,174,Like I Do,J.Tajor,TuneCore,,POP / R&B/소울,02:29
2024-03-31,175,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스",1748263.0,OST / 드라마,03:50
2024-03-31,176,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트,1520008.0,가요 / 댄스,03:10
2024-03-31,177,그리워하다,비투비 (BTOB),큐브엔터테인먼트,2170675.0,가요 / 발라드,03:57
2024-03-31,178,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records,1760436.0,가요 / 인디,04:26
2024-03-31,179,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트",,OST / 드라마,04:08
2024-03-31,180,Shape of You,Ed Sheeran,Atlantic Records UK,1842351.0,POP / 팝,03:54
2024-03-31,181,Love Blossom (러브블러썸),케이윌 (K.Will),스타쉽엔터테인먼트,1889366.0,가요 / 발라드,03:36
2024-03-31,182,When I Get Old,"Christopher, 청하",Parlophone Denmark,2450223.0,POP / 팝,03:05
2024-03-31,183,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이,2358233.0,가요 / 발라드,03:52
2024-03-31,184,TOMBOY,(여자)아이들,큐브엔터테인먼트,9139756.0,가요 / 락,02:54
2024-03-31,185,New Jeans,NewJeans,ADOR,6142728.0,가요 / 댄스,01:49
2024-03-31,186,버추얼 아이돌,PLAVE,VLAST,,가요 / 랩/힙합,02:30
2024-03-31,187,내 손을 잡아,아이유 (IU),더그루브엔터테인먼트,11897562.0,OST / 드라마,03:15
2024-03-31,188,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),YG Entertainment,4842692.0,가요 / 락,03:08
2024-03-31,189,Quarter Life,투모로우바이투게더,BIGHIT MUSIC,2000020.0,가요 / 락,02:29
2024-03-31,190,민들레 (single ver.),우효 (OOHYO),문화인,,가요 / 인디,04:13
2024-03-31,191,Bad News,KISS OF LIFE,S2 ENTERTAINMENT INC.,2425450.0,가요 / 댄스,02:40
2024-03-31,192,첫사랑,백아,Baek A,,가요 / 블루스/포크,03:09
2024-03-31,193,봄이야,경서,꿈의엔진,1925604.0,가요 / 인디,03:17
2024-03-31,194,The Killa (I Belong to You),투모로우바이투게더,BIGHIT MUSIC,2000020.0,가요 / 댄스,02:43
2024-03-31,195,I Love You,안세하,방구석 캐스팅,,가요 / 발라드,05:12
2024-03-31,196,That`s Hilarious,Charlie Puth,Atlantic Records UK,3216656.0,POP / 팝,02:27
2024-03-31,197,UNKNOWN,NCT DREAM,SM Entertainment,2864382.0,가요 / R&B/소울,03:34
2024-03-31,198,꽃송이가,버스커 버스커 (Busker Busker),Stone Music Entertainment,1975711.0,가요 / 락,03:23
2024-03-31,199,Bye bye my blue,백예린,JYP Entertainment,2676761.0,가요 / R&B/소울,03:24
2024-03-31,200,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC,2944714.0,가요 / 인디,03:09
2024-04-07,1,Magnetic,아일릿(ILLIT),빌리프랩,6428367.0,가요 / 댄스,02:41
2024-04-07,2,나는 아픈 건 딱 질색이니까,(여자)아이들,큐브엔터테인먼트,8732608.0,가요 / 댄스,02:42
2024-04-07,3,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스,3371576.0,가요 / 전체,02:32
2024-04-07,4,밤양갱,비비(BIBI),Feel Ghood Music,2584374.0,가요 / R&B/소울,02:26
2024-04-07,5,EASY,LE SSERAFIM (르세라핌),쏘스뮤직,8211157.0,가요 / 랩/힙합,02:45
2024-04-07,6,Love wins all,아이유 (IU),EDAM엔터테인먼트,11998159.0,가요 / 발라드,04:31
2024-04-07,7,천상연,이창섭,TOON STUDIO,1703546.0,가요 / 발라드,04:31
2024-04-07,8,Smart,LE SSERAFIM (르세라핌),쏘스뮤직,8211157.0,가요 / R&B/소울,02:46
2024-04-07,9,To. X,태연 (TAEYEON),SM Entertainment,5518674.0,가요 / R&B/소울,02:50
2024-04-07,10,한 페이지가 될 수 있게,DAY6,JYP Entertainment,8989076.0,가요 / 락,03:26
2024-04-07,11,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION",1703586.0,가요 / 발라드,03:55
2024-04-07,12,예뻤어,DAY6,JYP Entertainment,8989076.0,가요 / 락,04:43
2024-04-07,13,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO,2198457.0,가요 / 발라드,04:11
2024-04-07,14,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직,8211157.0,가요 / 댄스,02:39
2024-04-07,15,Love 119,RIIZE,SM Entertainment,2779449.0,가요 / 댄스,02:54
2024-04-07,16,헤어지자 말해요,박재정,로맨틱팩토리,,가요 / 발라드,04:04
2024-04-07,17,홀씨,아이유 (IU),EDAM엔터테인먼트,11998159.0,가요 / 랩/힙합,03:11
2024-04-07,18,Drama,aespa,SM Entertainment,4432294.0,가요 / 댄스,03:35
2024-04-07,19,에피소드,이무진,BIGPLANETMADE,2877983.0,가요 / 락,03:25
2024-04-07,20,인사,범진,JMG (더블엑스엔터테인먼트),,가요 / 인디,03:36
2024-04-07,21,Siren,RIIZE,SM Entertainment,2779449.0,가요 / 댄스,02:28
2024-04-07,22,I AM,IVE (아이브),스타쉽엔터테인먼트,6024652.0,가요 / 댄스,03:04
2024-04-07,23,MANIAC,VIVIZ (비비지),BIGPLANETMADE,1849079.0,가요 / 댄스,03:16
2024-04-07,24,Welcome to the Show,DAY6,JYP Entertainment,8989076.0,가요 / 락,03:37
2024-04-07,25,Hype boy,NewJeans,ADOR,6373989.0,가요 / 댄스,02:57
2024-04-07,26,고민중독,QWER,타마고 프로덕션,5212579.0,가요 / 락,02:56
2024-04-07,27,너의 모든 순간,성시경,SBS 콘텐츠허브,3098938.0,OST / 드라마,04:03
2024-04-07,28,Love Lee,AKMU (악뮤),YG Entertainment,4483635.0,가요 / 댄스,03:00
2024-04-07,29,Seven (feat. Latto) - Clean Ver.,정국,BIGHIT MUSIC,2809864.0,가요 / 댄스,03:04
2024-04-07,30,벚꽃 엔딩,버스커 버스커 (Busker Busker),Stone Music Entertainment,2596246.0,가요 / 락,04:21
2024-04-07,31,Super Lady,(여자)아이들,큐브엔터테인먼트,8732608.0,가요 / 댄스,02:32
2024-04-07,32,꿈,태연 (TAEYEON),모스트콘텐츠,5518674.0,OST / 드라마,03:59
2024-04-07,33,사랑인가 봐,멜로망스(Melomance),플렉스엠,2583367.0,OST / 드라마,03:05
2024-04-07,34,미안해 미워해 사랑해,크러쉬 (CRUSH),소리날리,2347400.0,OST / 드라마,04:04
2024-04-07,35,Super Shy,NewJeans,ADOR,6373989.0,가요 / 댄스,02:35
2024-04-07,36,주저하는 연인들을 위해,잔나비,페포니 뮤직,2613599.0,가요 / 인디,04:25
2024-04-07,37,사랑은 늘 도망가,임영웅,모스트콘텐츠,4729487.0,OST / 드라마,04:03
2024-04-07,38,ETA,NewJeans,ADOR,6373989.0,가요 / 댄스,02:31
2024-04-07,39,Get A Guitar,RIIZE,SM Entertainment,2779449.0,가요 / 댄스,02:40
2024-04-07,40,사막에서 꽃을 피우듯,우디(Woody),메이저나인,,가요 / 발라드,04:19
2024-04-07,41,Ditto,NewJeans,ADOR,6373989.0,가요 / 댄스,03:06
2024-04-07,42,봄 사랑 벚꽃 말고,"HIGH4, 아이유 (IU)",엔에이피엔터테인먼트,,가요 / 발라드,03:15
2024-04-07,43,퀸카 (Queencard),(여자)아이들,큐브엔터테인먼트,8732608.0,가요 / 댄스,02:41
2024-04-07,44,Wife,(여자)아이들,큐브엔터테인먼트,8732608.0,가요 / 댄스,02:01
2024-04-07,45,사건의 지평선,윤하,C9엔터테인먼트,3616880.0,가요 / 락,05:01
2024-04-07,46,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),YG Entertainment,4483635.0,가요 / 발라드,04:50
2024-04-07,47,Baddie,IVE (아이브),스타쉽엔터테인먼트,6024652.0,가요 / 댄스,02:34
2024-04-07,48,Shopper,아이유 (IU),EDAM엔터테인먼트,11998159.0,가요 / 락,03:36
2024-04-07,49,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,TOON STUDIO,3818738.0,가요 / 발라드,04:18
2024-04-07,50,심(心),DK,방구석 캐스팅,,가요 / 락,04:17
2024-04-07,51,혹시 세상에 혼자 남겨진 것 같다면,우디(Woody),골든문(GDM),,가요 / 락,03:01
2024-04-07,52,Deja Vu,투모로우바이투게더,BIGHIT MUSIC,1917774.0,가요 / 댄스,02:51
2024-04-07,53,Midas Touch,KISS OF LIFE,S2 ENTERTAINMENT INC.,3511687.0,가요 / 댄스,02:43
2024-04-07,54,You & Me,제니 (JENNIE),YG Entertainment,,가요 / 댄스,02:59
2024-04-07,55,Spicy,aespa,SM Entertainment,4432294.0,가요 / 댄스,03:17
2024-04-07,56,LOVE DIVE,IVE (아이브),스타쉽엔터테인먼트,6024652.0,가요 / 댄스,02:57
2024-04-07,57,Bye My Monster,온앤오프 (ONF),WM엔터테인먼트,,가요 / 댄스,03:27
2024-04-07,58,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,SM Entertainment,3095886.0,OST / 드라마,03:31
2024-04-07,59,좋아해요,폴킴,소리날리,3095886.0,OST / 드라마,04:05
2024-04-07,60,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),쏘스뮤직,8211157.0,가요 / 댄스,03:06
2024-04-07,61,그대가 내 안에 박혔다(그내박),순순희(기태),"비에스(BS), 제나두엔터테인먼트",,가요 / 인디,03:37
2024-04-07,62,취중고백,김민석,프로젝트 리본,,가요 / 발라드,03:48
2024-04-07,63,사랑할 수밖에,볼빨간사춘기,쇼파르엔터테인먼트,5787461.0,가요 / 인디,03:45
2024-04-07,64,후라이의 꿈,AKMU (악뮤),YG Entertainment,4483635.0,가요 / 블루스/포크,03:25
2024-04-07,65,봄날,방탄소년단,BIGHIT MUSIC,3712367.0,가요 / 댄스,04:34
2024-04-07,66,다정히 내 이름을 부르면,"경서예지, 전건호",에버그로우,2446653.0,가요 / 발라드,03:51
2024-04-07,67,Kitsch,IVE (아이브),스타쉽엔터테인먼트,6024652.0,가요 / 댄스,03:15
2024-04-07,68,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),H1GHR MUSIC,,가요 / R&B/소울,02:59
2024-04-07,69,After LIKE,IVE (아이브),스타쉽엔터테인먼트,6024652.0,가요 / 댄스,02:57
2024-04-07,70,개화 (Flowering),LUCY,미스틱스토리,,가요 / 락,04:11
2024-04-07,71,우연히 봄,"로꼬 (LOCO), 유주 (YUJU)",도너츠뮤직,,OST / 드라마,03:21
2024-04-07,72,봄이 와도,로이킴,WAKEONE,3818738.0,가요 / 발라드,03:58
2024-04-07,73,손오공,세븐틴,플레디스,4453081.0,가요 / 댄스,03:20
2024-04-07,74,사랑하지 않아서 그랬어,임한별,플렉스엠,,가요 / 발라드,03:44
2024-04-07,75,Steal The Show (From “엘리멘탈”),Lauv,Walt Disney Records,2098579.0,OST / 전체,03:13
2024-04-07,76,사랑..그게 뭔데,지아 (Zia),니즈뮤직,1492912.0,가요 / 발라드,03:46
2024-04-07,77,Smoothie,NCT DREAM,SM Entertainment,2377591.0,가요 / 댄스,03:08
2024-04-07,78,Dangerously,Charlie Puth,Artist Partners,3337928.0,POP / 팝,03:19
2024-04-07,79,Beautiful Things,Benson Boone,Night Street Records/Warner Records,2111660.0,POP / 팝,03:00
2024-04-07,80,해요 (2022),#안녕,일팔 프로젝트,,가요 / 발라드,03:58
2024-04-07,81,모래 알갱이,임영웅,물고기뮤직,4729487.0,가요 / 발라드,03:40
2024-04-07,82,물론,허각,니즈뮤직,2576316.0,가요 / 발라드,03:44
2024-04-07,83,SHEESH,BABYMONSTER,YG Entertainment,2576130.0,가요 / 랩/힙합,02:50
2024-04-07,84,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,kanverse,,가요 / 발라드,03:36
2024-04-07,85,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),플레디스,4453081.0,가요 / 댄스,03:25
2024-04-07,86,별 떨어진다 (I Do),디오 (D.O.),SM Entertainment,,가요 / 발라드,02:43
2024-04-07,87,우리들의 블루스,임영웅,물고기뮤직,4729487.0,가요 / 발라드,03:27
2024-04-07,88,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,GLG,,가요 / 댄스,03:16
2024-04-07,89,I Don`t Think That I Like Her,Charlie Puth,Atlantic Records,3337928.0,POP / 팝,03:09
2024-04-07,90,OMG,NewJeans,ADOR,6373989.0,가요 / 댄스,03:32
2024-04-07,91,WAY 4 LUV,PLAVE,VLAST,,가요 / 락,03:39
2024-04-07,92,Attention,NewJeans,ADOR,6373989.0,가요 / 댄스,02:58
2024-04-07,93,Standing Next to You,정국,BIGHIT MUSIC,2809864.0,가요 / 댄스,03:26
2024-04-07,94,영원,DK,TOON STUDIO,,가요 / 발라드,04:01
2024-04-07,95,멈춰줘,헤이즈 (Heize),소리날리,2288829.0,OST / 드라마,03:52
2024-04-07,96,결국엔 당신입니다,김호중,요구르트 스튜디오,1669305.0,가요 / 발라드,04:10
2024-04-07,97,이제 나만 믿어요,임영웅,"TV CHOSUN, 쇼플레이",4729487.0,가요 / 트로트,04:03
2024-04-07,98,Dynamite,방탄소년단,BIGHIT MUSIC,3712367.0,가요 / 댄스,03:19
2024-04-07,99,Discord,QWER,타마고 프로덕션,5212579.0,가요 / 락,02:48
2024-04-07,100,고장난걸까,10cm,"소리날리, 모스트콘텐츠",5293595.0,OST / 드라마,03:56
2024-04-07,101,Do or Die,임영웅,물고기뮤직,4729487.0,가요 / 댄스,03:25
2024-04-07,102,일기,김나영,소리날리,1659415.0,OST / 드라마,03:58
2024-04-07,103,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),쏘스뮤직,8211157.0,가요 / 댄스,03:02
2024-04-07,104,다시 만날 수 있을까,임영웅,물고기뮤직,4729487.0,가요 / 발라드,04:34
2024-04-07,105,단,노을,"IK PRODUCTION, GTMNY",,가요 / 발라드,03:48
2024-04-07,106,Stay,"The Kid LAROI, Justin Bieber",Columbia,,POP / 팝,02:22
2024-04-07,107,자꾸만 웃게 돼,부석순 (SEVENTEEN),"소리날리, 모스트콘텐츠",4453081.0,OST / 드라마,03:34
2024-04-07,108,"나만, 봄",볼빨간사춘기,쇼파르엔터테인먼트,5787461.0,가요 / 인디,03:37
2024-04-07,109,무지개,임영웅,물고기뮤직,4729487.0,가요 / 전체,03:16
2024-04-07,110,Blueming,아이유 (IU),Kakao Entertainment,11998159.0,가요 / 락,03:37
2024-04-07,111,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,"Stone Music Entertainment, 삼화네트웍스",2073919.0,OST / 드라마,02:49
2024-04-07,112,봄봄봄,로이킴,Stone Music Entertainment,3818738.0,가요 / 전체,03:27
2024-04-07,113,Fallin`,홍이삭,소리날리,,OST / 드라마,04:17
2024-04-07,114,숲,최유리,쇼파르엔터테인먼트,2245904.0,가요 / 인디,03:48
2024-04-07,115,너의 편이 돼 줄게,다비치,WAKEONE,3563470.0,가요 / 발라드,03:55
2024-04-07,116,그라데이션,10cm,매직스트로베리사운드,5293595.0,가요 / 인디,03:21
2024-04-07,117,봄이 좋냐??,10cm,매직스트로베리사운드,5293595.0,가요 / 전체,03:26
2024-04-07,118,Talk Saxy,RIIZE,SM Entertainment,2779449.0,가요 / 댄스,03:11
2024-04-07,119,음악의 신,세븐틴,플레디스,4453081.0,가요 / 댄스,03:25
2024-04-07,120,청혼하지 않을 이유를 못 찾았어,이무진,BIGPLANETMADE,2877983.0,가요 / 발라드,04:23
2024-04-07,121,내일에서 기다릴게 (I`ll See You There Tomorrow),투모로우바이투게더,BIGHIT MUSIC,1917774.0,가요 / 댄스,03:17
2024-04-07,122,London Boy,임영웅,물고기뮤직,4729487.0,가요 / 락,04:04
2024-04-07,123,Fast Forward,전소미,The Black Label,,가요 / 댄스,02:41
2024-04-07,124,아버지,임영웅,물고기뮤직,4729487.0,가요 / 발라드,03:58
2024-04-07,125,Off The Record,IVE (아이브),스타쉽엔터테인먼트,6024652.0,가요 / 댄스,03:09
2024-04-07,126,Polaroid,임영웅,물고기뮤직,4729487.0,가요 / 락,03:26
2024-04-07,127,관객이 될게 (I stan U),아이유 (IU),EDAM엔터테인먼트,11998159.0,가요 / 락,03:13
2024-04-07,128,pocket locket,Alaina Castillo,뮤직테이블,,POP / 팝,03:08
2024-04-07,129,슬픈 초대장,순순희(지환),"제나두엔터테인먼트, 끌림엔터테인먼트",,가요 / 발라드,04:07
2024-04-07,130,Cruel Summer,Taylor Swift,Taylor Swift,1848309.0,POP / 팝,02:59
2024-04-07,131,인생찬가,임영웅,물고기뮤직,4729487.0,가요 / 발라드,03:53
2024-04-07,132,DASH,NMIXX,JYP Entertainment,1991931.0,가요 / 댄스,02:47
2024-04-07,133,우리 영화,PLAVE,VLAST,,가요 / 랩/힙합,02:41
2024-04-07,134,희재,성시경,씨에스해피엔터테인먼트,3098938.0,OST / 한국영화,04:42
2024-04-07,135,Bubble,STAYC(스테이씨),하이업엔터테인먼트,1539544.0,가요 / 댄스,02:59
2024-04-07,136,나에게 그대만이,탑현,레이벡스,,가요 / 발라드,03:11
2024-04-07,137,라일락,아이유 (IU),EDAM엔터테인먼트,11998159.0,가요 / 댄스,03:34
2024-04-07,138,밤편지,아이유 (IU),"페이브엔터테인먼트,카카오 M",11998159.0,가요 / 발라드,04:13
2024-04-07,139,Love me or Leave me,DAY6,JYP Entertainment,8989076.0,가요 / 락,03:43
2024-04-07,140,Obsessed,Ayumu Imazu,WM Japan,,POP / 팝,03:17
2024-04-07,141,첫 눈,EXO,SM Entertainment,1508302.0,가요 / 발라드,03:28
2024-04-07,142,yours,데이먼스 이어 (Damons Year),Akashic Records,,가요 / 인디,02:45
2024-04-07,143,선물,멜로망스(Melomance),"민트페이퍼, 광합성",2583367.0,가요 / 인디,04:21
2024-04-07,144,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),ES Records,2198457.0,가요 / 인디,04:26
2024-04-07,145,Sugarcoat (NATTY Solo),KISS OF LIFE,S2 ENTERTAINMENT INC.,3511687.0,가요 / R&B/소울,03:00
2024-04-07,146,Lucky Girl Syndrome,아일릿(ILLIT),빌리프랩,6428367.0,가요 / 댄스,02:20
2024-04-07,147,BODY,하이라이트(Highlight),어라운드 어스,,가요 / 댄스,03:12
2024-04-07,148,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,Warner Records,2442246.0,POP / 팝,02:53
2024-04-07,149,AK47,Men`s Tear (맨스티어),뷰티풀너드,,가요 / 랩/힙합,02:41
2024-04-07,150,어른,Sondia,Stone Music Entertainment,,OST / 드라마,04:19
2024-04-07,151,A bientot,임영웅,물고기뮤직,4729487.0,가요 / 랩/힙합,04:16
2024-04-07,152,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오 (Dynamic Duo), 이영지",Stone Music Entertainment,2184210.0,가요 / 랩/힙합,03:30
2024-04-07,153,"그대가 있는 곳, 언제 어디든",로이킴,SBS 콘텐츠허브,3818738.0,OST / 드라마,03:41
2024-04-07,154,Square (2017),백예린,블루바이닐,2730449.0,가요 / 전체,04:22
2024-04-07,155,봄이야,경서,꿈의엔진,2446653.0,가요 / 인디,03:17
2024-04-07,156,칵테일 사랑,경서,러브썸 프로젝트,2446653.0,가요 / 발라드,03:54
2024-04-07,157,Butter,방탄소년단,BIGHIT MUSIC,3712367.0,가요 / 댄스,02:44
2024-04-07,158,연애편지,임영웅,물고기뮤직,4729487.0,가요 / 블루스/포크,03:35
2024-04-07,159,Watch Me Woo!,PLAVE,VLAST,,가요 / 락,02:16
2024-04-07,160,ANTIFRAGILE,LE SSERAFIM (르세라핌),쏘스뮤직,8211157.0,가요 / 댄스,03:04
2024-04-07,161,From,PLAVE,VLAST,,가요 / 발라드,03:29
2024-04-07,162,티라미수 케익,10cm,TOON STUDIO,5293595.0,가요 / 블루스/포크,03:04
2024-04-07,163,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),YG Entertainment,5020437.0,가요 / 락,03:08
2024-04-07,164,밤하늘의 별을(2020),경서,꿈의엔진,2446653.0,가요 / 인디,03:37
2024-04-07,165,Feel My Rhythm,레드벨벳(Red Velvet),SM Entertainment,2473306.0,가요 / 댄스,03:30
2024-04-07,166,Summer (Feat. BE`O (비오)),Paul Blanco,Ambition Musik,,가요 / 랩/힙합,03:20
2024-04-07,167,나의 X에게,경서,꿈의엔진,2446653.0,가요 / 인디,03:08
2024-04-07,168,Off My Face,Justin Bieber,RBMG/Def Jam,2197494.0,POP / 팝,02:37
2024-04-07,169,Love Blossom (러브블러썸),케이윌 (K.Will),스타쉽엔터테인먼트,2330810.0,가요 / 발라드,03:36
2024-04-07,170,2002,Anne-Marie,Atlantic Records UK,,POP / 팝,03:07
2024-04-07,171,거리에서,성시경,제로원인터랙티브,3098938.0,가요 / 발라드,04:39
2024-04-07,172,Swan Song,LE SSERAFIM (르세라핌),쏘스뮤직,8211157.0,가요 / 블루스/포크,02:37
2024-04-07,173,Teddy Bear,STAYC(스테이씨),하이업엔터테인먼트,1539544.0,가요 / 댄스,03:10
2024-04-07,174,Bad News,KISS OF LIFE,S2 ENTERTAINMENT INC.,3511687.0,가요 / 댄스,02:40
2024-04-07,175,Like I Do,J.Tajor,TuneCore,,POP / R&B/소울,02:29
2024-04-07,176,Shape of You,Ed Sheeran,Atlantic Records UK,1837988.0,POP / 팝,03:54
2024-04-07,177,All For You,"정은지, 서인국","젤리피쉬엔터테인먼트, 에이큐브엔터테인먼트",,OST / 드라마,04:08
2024-04-07,178,잠시라도 우리,"성시경, 나얼",에스케이재원,3098938.0,가요 / 발라드,04:53
2024-04-07,179,When I Get Old,"Christopher, 청하",Parlophone Denmark,2296637.0,POP / 팝,03:05
2024-04-07,180,꽃송이가,버스커 버스커 (Busker Busker),Stone Music Entertainment,2596246.0,가요 / 락,03:23
2024-04-07,181,봄 내음보다 너를,김나영,네버랜드엔터테인먼트,1659415.0,가요 / 발라드,03:37
2024-04-07,182,내 손을 잡아,아이유 (IU),더그루브엔터테인먼트,11998159.0,OST / 드라마,03:15
2024-04-07,183,New Jeans,NewJeans,ADOR,6373989.0,가요 / 댄스,01:49
2024-04-07,184,그리워하다,비투비 (BTOB),큐브엔터테인먼트,2093924.0,가요 / 발라드,03:57
2024-04-07,185,첫눈처럼 너에게 가겠다,에일리 (Ailee),"Stone Music Entertainment, 화앤담픽쳐스",1761856.0,OST / 드라마,03:50
2024-04-07,186,Either Way,IVE (아이브),스타쉽엔터테인먼트,6024652.0,가요 / R&B/소울,02:47
2024-04-07,187,TOMBOY,(여자)아이들,큐브엔터테인먼트,8732608.0,가요 / 락,02:54
2024-04-07,188,버추얼 아이돌,PLAVE,VLAST,,가요 / 랩/힙합,02:30
2024-04-07,189,HAPPY,DAY6,JYP Entertainment,8989076.0,가요 / 락,03:10
2024-04-07,190,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),H1GHR MUSIC,2910543.0,가요 / 인디,03:09
2024-04-07,191,첫사랑,백아,Baek A,,가요 / 블루스/포크,03:09
2024-04-07,192,Trip (Feat. Hannah),릴러말즈 (Leellamarz),STRAD,3770498.0,가요 / 랩/힙합,03:53
2024-04-07,193,That`s Hilarious,Charlie Puth,Atlantic Records UK,3337928.0,POP / 팝,02:27
2024-04-07,194,Say Yes,"로꼬 (LOCO), 펀치(Punch)","Stone Music Entertainment, 냠냠엔터테인먼트",,OST / 드라마,03:39
2024-04-07,195,민들레 (single ver.),우효 (OOHYO),문화인,,가요 / 인디,04:13
2024-04-07,196,눈이 오잖아 (Feat.헤이즈),이무진,쇼플레이,2877983.0,가요 / 발라드,03:52
2024-04-07,197,Love Yourself,Justin Bieber,"Def Jam Recordings, a division of UMG Recordings, Inc",2197494.0,POP / 팝,03:54
2024-04-07,198,쏜살,김호중,생각엔터테인먼트,1669305.0,가요 / 트로트,03:27
2024-04-07,199,너의 번호를 누르고 (Prod. 영화처럼),#안녕,니즈먼트,,가요 / 인디,04:10
2024-04-07,200,Bye bye my blue,백예린,JYP Entertainment,2730449.0,가요 / R&B/소울,03:24
2024-04-14,1,Magnetic,아일릿(ILLIT),빌리프랩,5886134.0,가요 / 댄스,02:41
2024-04-14,2,나는 아픈 건 딱 질색이니까,(여자)아이들,큐브엔터테인먼트,7932464.0,가요 / 댄스,02:42
2024-04-14,3,첫 만남은 계획대로 되지 않아,TWS (투어스),플레디스,3068783.0,가요 / 전체,02:32
2024-04-14,4,밤양갱,비비(BIBI),Feel Ghood Music,3203652.0,가요 / R&B/소울,02:26
2024-04-14,5,Love wins all,아이유 (IU),EDAM엔터테인먼트,11035461.0,가요 / 발라드,04:31
2024-04-14,6,천상연,이창섭,TOON STUDIO,1767644.0,가요 / 발라드,04:31
2024-04-14,7,EASY,LE SSERAFIM (르세라핌),쏘스뮤직,7772084.0,가요 / 랩/힙합,02:45
2024-04-14,8,예뻤어,DAY6,JYP Entertainment,9487699.0,가요 / 락,04:43
2024-04-14,9,한 페이지가 될 수 있게,DAY6,JYP Entertainment,9487699.0,가요 / 락,03:26
2024-04-14,10,고민중독,QWER,타마고 프로덕션,6294555.0,가요 / 락,02:56
2024-04-14,11,Smart,LE SSERAFIM (르세라핌),쏘스뮤직,7772084.0,가요 / R&B/소울,02:46
2024-04-14,12,To. X,태연 (TAEYEON),SM Entertainment,5393306.0,가요 / R&B/소울,02:50
2024-04-14,13,비의 랩소디,임재현,"새벽테잎, IK PRODUCTION",1680062.0,가요 / 발라드,03:55
2024-04-14,14,Perfect Night,LE SSERAFIM (르세라핌),쏘스뮤직,7772084.0,가요 / 댄스,02:39
2024-04-14,15,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),TOON STUDIO,2013453.0,가요 / 발라드,04:11
2024-04-14,16,미안해 미워해 사랑해,크러쉬 (CRUSH),소리날리,2644725.0,OST / 드라마,04:04
2024-04-14,17,헤어지자 말해요,박재정,로맨틱팩토리,,가요 / 발라드,04:04
2024-04-14,18,Love 119,RIIZE,SM Entertainment,2564450.0,가요 / 댄스,02:54
2024-04-14,19,Welcome to the Show,DAY6,JYP Entertainment,9487699.0,가요 / 락,03:37
2024-04-14,20,SHEESH,BABYMONSTER,YG Entertainment,3043335.0,가요 / 랩/힙합,02:50
